decision_id,entity_type,entity_id,decision,eligible_fields,held_fields,reason,reviewed_at
B5W1D0001,Person,P000073,READY_FOR_VERIFIED_REVIEW,name|name_en|birth_date|height_cm|weight_kg|position,,クラブ公式とB.LEAGUE公式で確認,2026-09-21
B5W1D0002,Career,C000257,READY_FOR_VERIFIED_REVIEW,organization_id|role|start|end,,クラブ公式経歴で確認,2026-09-21
B5W1D0003,Career,C000258,READY_FOR_VERIFIED_REVIEW,organization_id|role|start|end,,クラブ公式経歴で確認,2026-09-21
B5W1D0004,Career,C000259,READY_FOR_VERIFIED_REVIEW,organization_id|role|start,end,クラブ公式とB.LEAGUE公式で確認,2026-09-21
B5W1D0005,Career,C000260,READY_FOR_VERIFIED_REVIEW,organization_id|role|registration_type|start|end|competition_participation|activity_status,exact_end_date,契約・出場・活動終了を別資料で確認,2026-09-21
B5W1D0006,Person,P000074,READY_FOR_VERIFIED_REVIEW,name|name_en|birth_date|height_cm|weight_kg|position,,クラブ公式とB.LEAGUE公式で確認,2026-09-21
B5W1D0007,Career,C000261,READY_FOR_VERIFIED_REVIEW,organization_id,role|start|end,クラブ公式の出身校経歴で確認。高校での役割と期間は保留,2026-09-21
B5W1D0008,Career,C000262,READY_FOR_VERIFIED_REVIEW,organization_id|role|grade,start|end,クラブ公式で大学所属と学年を確認,2026-09-21
B5W1D0009,Career,C000263,READY_FOR_VERIFIED_REVIEW,organization_id|role|registration_type|league_registration|competition_participation|activity_end,,クラブ公式で加入・登録・出場・終了を確認,2026-09-21
B5W1D0010,Career,C000264,READY_FOR_VERIFIED_REVIEW,organization_id|role|competition_participation,registration_type|exact_start_date|exact_end_date,B.LEAGUE公式で所属と出場を確認,2026-09-21
B5W1D0011,Person,P000028,READY_FOR_VERIFIED_REVIEW,name|name_en|birth_date,single_current_height,クラブ公式とB.LEAGUE公式で確認,2026-09-21
B5W1D0012,Career,C000265,READY_FOR_VERIFIED_REVIEW,organization_id|role|registration_type|activity_period|competition_participation,,クラブ公式とB.LEAGUE公式で確認,2026-09-21
B5W1D0013,Career,C000266,READY_FOR_VERIFIED_REVIEW,organization_id|role|contract_type|start|competition_participation|contract_continuation,end,広島公式とB.LEAGUE公式で確認,2026-09-21
B5W1D0014,Person,P000066,READY_FOR_VERIFIED_REVIEW,name|name_en,single_current_height,B.LEAGUE公式で確認,2026-09-21
B5W1D0015,Career,C000229,READY_FOR_VERIFIED_REVIEW,organization_id|role|registration_type|competition_participation|activity_end_announcement|free_agent_list_announcement,exact_end_date,クラブ公式とB.LEAGUE公式で確認,2026-09-21
B5W1D0016,Organization,ORG000010,READY_FOR_VERIFIED_REVIEW,name,,公式資料内表記を確認,2026-09-21
B5W1D0017,Organization,ORG000015,READY_FOR_VERIFIED_REVIEW,name,,公式資料内表記を確認,2026-09-21
B5W1D0018,Organization,ORG000048,READY_FOR_VERIFIED_REVIEW,name,,公式資料内表記を確認,2026-09-21
B5W1D0019,Organization,ORG000055,READY_FOR_VERIFIED_REVIEW,name,,公式資料内表記を確認,2026-09-21
B5W1D0020,Organization,ORG000090,READY_FOR_VERIFIED_REVIEW,name,,公式資料内表記を確認,2026-09-21
B5W1D0021,Organization,ORG000093,READY_FOR_VERIFIED_REVIEW,name,,公式資料内表記を確認,2026-09-21
B5W1D0022,Organization,ORG000106,READY_FOR_VERIFIED_REVIEW,name,,公式資料内表記を確認,2026-09-21
B5W1D0023,Organization,ORG000107,READY_FOR_VERIFIED_REVIEW,name,,公式資料内表記を確認,2026-09-21
B5W1D0024,Organization,ORG000108,READY_FOR_VERIFIED_REVIEW,name,,公式資料内表記を確認,2026-09-21
B5W1D0025,Organization,ORG000109,READY_FOR_VERIFIED_REVIEW,name,,公式資料内表記を確認,2026-09-21
B5W1D0026,Organization,ORG000110,READY_FOR_VERIFIED_REVIEW,name,,公式資料内表記を確認,2026-09-21
