source_id,title,publisher,url,accessed_at
B5W1S0001,#17 崎濱秀斗選手加入（特別指定選手）のお知らせ,琉球ゴールデンキングス,https://goldenkings.jp/retired_numbers_26/detail_26/id=21221,2026-09-21
B5W1S0002,崎濱秀斗 B.LEAGUE公式選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=51000486,2026-09-21
B5W1S0003,#17 崎濱秀斗選手 特別指定選手の活動終了のご報告,琉球ゴールデンキングス,https://goldenkings.jp/clubkings/pages/id=25788,2026-09-21
B5W1S0004,轟 琉維選手 2024-25シーズン 特別指定選手 加入のお知らせ,アルバルク東京,https://www.alvark-tokyo.jp/news/detail/team/id=19876,2026-09-21
B5W1S0005,#8 轟 琉維選手 リーグ登録完了のお知らせ,アルバルク東京,https://www.alvark-tokyo.jp/news/detail/event/team/media/id=19920,2026-09-21
B5W1S0006,2/8（土）仙台89ERS戦 ゲームレポート,アルバルク東京,https://www.alvark-tokyo.jp/news/detail/game/id=250208,2026-09-21
B5W1S0007,轟 琉維選手 2024-25シーズン 特別指定選手 活動終了のご報告,アルバルク東京,https://www.alvark-tokyo.jp/news/detail/team/id=20126,2026-09-21
B5W1S0008,轟琉維 B.LEAGUE公式選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=51000457,2026-09-21
B5W1S0009,佐藤涼成選手 2024-25シーズン 特別指定選手登録のお知らせ,横浜ビー・コルセアーズ,https://b-corsairs.com/news/team_20241221_1/,2026-09-21
B5W1S0010,佐藤涼成 B.LEAGUE公式選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=51000447,2026-09-21
B5W1S0011,#88 佐藤 涼成選手 契約合意（新規）のお知らせ,広島ドラゴンフライズ,https://hiroshimadragonflies.com/news/detail/id=21158,2026-09-21
B5W1S0012,2026-27シーズン 契約合意（継続）選手のお知らせ,広島ドラゴンフライズ,https://hiroshimadragonflies.com/news/detail/id=24483,2026-09-21
B5W1S0013,河合瑠那選手 特別指定選手登録のお知らせ,横浜エクセレンス,https://yokohama-ex.jp/team/pages/id=22814,2026-09-21
B5W1S0014,河合瑠那 B.LEAGUE公式選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=51000607,2026-09-21
B5W1S0015,河合瑠那 選手 特別指定選手活動終了のお知らせ,横浜エクセレンス,https://yokohama-ex.jp/news/detail/id=25440,2026-09-21
