source_id,title,publisher,url,accessed_at
B7S0057,馬場雄大 選手情報,"B.LEAGUE公式 (bleague.jp, PlayerID=12577)",https://www.bleague.jp/roster_detail/?PlayerID=12577,2026-09-23
B7S0058,佐々木隆成,Wikipedia日本語版,https://ja.wikipedia.org/wiki/佐々木隆成,2026-09-23
B7S0059,佐々木隆成 選手情報,"B.LEAGUE公式 (bleague.jp, PlayerID=20037)",https://www.bleague.jp/roster_detail/?PlayerID=20037,2026-09-23
B7S0060,佐々木 隆成,バスケットボールキング,https://basketballking.jp/player/article/134977.html,2026-09-23
B7S0061,シェーファーアヴィ幸樹 選手情報,"B.LEAGUE公式 (bleague.jp, PlayerID=19956)",https://www.bleague.jp/roster_detail/?PlayerID=19956,2026-09-23
B7S0062,シェーファーアヴィ幸樹,Wikipedia日本語版,https://ja.wikipedia.org/wiki/シェーファーアヴィ幸樹,2026-09-23
B7S0063,「2年後に五輪に出る」ための決断。シーホース三河・シェーファー アヴィ幸樹に学ぶ、夢を叶える思考術,jpsk.jp,https://jpsk.jp/articles/seahorses_Schafer_01.html,2026-09-23
B7S0064,高島紳司 選手情報,"B.LEAGUE公式 (bleague.jp, PlayerID=5100000036)",https://www.bleague.jp/roster_detail/?PlayerID=5100000036,2026-09-23
B7S0065,高島紳司,Wikipedia日本語版,https://ja.wikipedia.org/wiki/高島紳司,2026-09-23
B7S0066,【注目の新卒選手#3】宇都宮・高島紳司とはどんな選手？「万能な攻撃性能とブレックスでも即戦力級の守備」,バスケットボールキング,https://basketballking.jp/news/japan/b1/20230419/426404.html,2026-09-23
