record_id,entity_type,entity_id,field_name,candidate_value,source_id,source_locator,evidence_summary,assessment,checked_at,issue_note
B10W2E0001,Person,P000140,name,淺野 ケニー,B10W2S0002,基本情報 > 選手名,B.LEAGUE公式プロフィールで氏名を確認,SUPPORTED,2026-09-24,
B10W2E0002,Person,P000140,birth_date,2002-08-16,B10W2S0002,基本情報 > 生年月日,B.LEAGUE公式プロフィールで生年月日を確認,SUPPORTED,2026-09-24,
B10W2E0003,Career,C000475,organization_id,ORG000119,B10W2S0001,TagID=35（洛南高等学校）掲載選手一覧,B.LEAGUE公式の出身校タグ一覧に掲載,SUPPORTED,2026-09-24,
B10W2E0004,Career,C000476,organization_id,ORG000018,B10W2S0001,選手カード > 出身校：専修大学,B.LEAGUE公式の出身校タグ一覧の選手カードで出身大学を確認,SUPPORTED,2026-09-24,
B10W2E0005,Career,C000477,organization_id,ORG000143,B10W2S0002,クラブ経歴 > 「2024-25：群馬」が初出（前年は三遠、その前は京都）,B.LEAGUE公式のクラブ所属履歴で現所属クラブを確認,SUPPORTED,2026-09-24,
B10W2E0006,Career,C000477,start,2024,B10W2S0002,クラブ経歴 > 「2024-25：群馬」が初出,B.LEAGUE公式のクラブ所属履歴で2024-25シーズンからの加入を確認,SUPPORTED,2026-09-24,
B10W2E0007,Person,P000141,name,飯尾 文哉,B10W2S0003,基本情報 > 選手名,B.LEAGUE公式プロフィールで氏名を確認,SUPPORTED,2026-09-24,
B10W2E0008,Person,P000141,birth_date,2000-06-10,B10W2S0003,基本情報 > 生年月日,B.LEAGUE公式プロフィールで生年月日を確認,SUPPORTED,2026-09-24,
B10W2E0009,Career,C000478,organization_id,ORG000119,B10W2S0001,TagID=35（洛南高等学校）掲載選手一覧,B.LEAGUE公式の出身校タグ一覧に掲載,SUPPORTED,2026-09-24,
B10W2E0010,Career,C000479,organization_id,ORG000121,B10W2S0001,選手カード > 出身校：日本大学,B.LEAGUE公式の出身校タグ一覧の選手カードで出身大学を確認,SUPPORTED,2026-09-24,
B10W2E0011,Career,C000480,organization_id,ORG000155,B10W2S0003,クラブ経歴 > 「2025-26：島根」が初出（前年まで大阪）,B.LEAGUE公式のクラブ所属履歴で現所属クラブを確認,SUPPORTED,2026-09-24,
B10W2E0012,Career,C000480,start,2025,B10W2S0003,クラブ経歴 > 「2025-26：島根」が初出,B.LEAGUE公式のクラブ所属履歴で2025-26シーズンからの加入を確認,SUPPORTED,2026-09-24,
B10W2E0013,Person,P000142,name,谷口 大智,B10W2S0004,基本情報 > 選手名,B.LEAGUE公式プロフィールで氏名を確認,SUPPORTED,2026-09-24,
B10W2E0014,Person,P000142,birth_date,1990-04-15,B10W2S0004,基本情報 > 生年月日,B.LEAGUE公式プロフィールで生年月日を確認,SUPPORTED,2026-09-24,
B10W2E0015,Career,C000481,organization_id,ORG000119,B10W2S0001,TagID=35（洛南高等学校）掲載選手一覧,B.LEAGUE公式の出身校タグ一覧に掲載,SUPPORTED,2026-09-24,
B10W2E0016,Career,C000482,organization_id,ORG000186,B10W2S0001,選手カード > 出身校：サウスイースタン・オクラホマ州立大学,B.LEAGUE公式の出身校タグ一覧の選手カードで出身大学（米国）を確認,SUPPORTED,2026-09-24,
B10W2E0017,Career,C000483,organization_id,ORG000143,B10W2S0004,クラブ経歴 > 「2025-26：群馬」が初出（前年まで島根）,B.LEAGUE公式のクラブ所属履歴で現所属クラブを確認,SUPPORTED,2026-09-24,
B10W2E0018,Career,C000483,start,2025,B10W2S0004,クラブ経歴 > 「2025-26：群馬」が初出,B.LEAGUE公式のクラブ所属履歴で2025-26シーズンからの加入を確認,SUPPORTED,2026-09-24,
B10W2E0019,Person,P000143,name,寺嶋 良,B10W2S0005,基本情報 > 選手名,B.LEAGUE公式プロフィールで氏名を確認,SUPPORTED,2026-09-24,
B10W2E0020,Person,P000143,birth_date,1997-10-23,B10W2S0005,基本情報 > 生年月日,B.LEAGUE公式プロフィールで生年月日を確認,SUPPORTED,2026-09-24,
B10W2E0021,Career,C000484,organization_id,ORG000119,B10W2S0001,TagID=35（洛南高等学校）掲載選手一覧,B.LEAGUE公式の出身校タグ一覧に掲載,SUPPORTED,2026-09-24,
B10W2E0022,Career,C000485,organization_id,ORG000015,B10W2S0001,選手カード > 出身校：東海大学,B.LEAGUE公式の出身校タグ一覧の選手カードで出身大学を確認,SUPPORTED,2026-09-24,
B10W2E0023,Career,C000486,organization_id,ORG000110,B10W2S0005,クラブ経歴 > 「2021-22以降：広島」（前年まで京都）,B.LEAGUE公式のクラブ所属履歴で現所属クラブを確認,SUPPORTED,2026-09-24,
B10W2E0024,Career,C000486,start,2021,B10W2S0005,クラブ経歴 > 「2021-22：広島」が初出,B.LEAGUE公式のクラブ所属履歴で2021-22シーズンからの加入を確認,SUPPORTED,2026-09-24,
B10W2E0025,Person,P000144,name,谷口 光貴,B10W2S0006,基本情報 > 選手名,B.LEAGUE公式プロフィールで氏名を確認,SUPPORTED,2026-09-24,
B10W2E0026,Person,P000144,birth_date,1992-12-18,B10W2S0006,基本情報 > 生年月日,B.LEAGUE公式プロフィールで生年月日を確認,SUPPORTED,2026-09-24,
B10W2E0027,Career,C000487,organization_id,ORG000119,B10W2S0001,TagID=35（洛南高等学校）掲載選手一覧,B.LEAGUE公式の出身校タグ一覧に掲載,SUPPORTED,2026-09-24,
B10W2E0028,Career,C000488,organization_id,ORG000016,B10W2S0001,選手カード > 出身校：中央大学,B.LEAGUE公式の出身校タグ一覧の選手カードで出身大学を確認,SUPPORTED,2026-09-24,
B10W2E0029,Career,C000489,organization_id,ORG000040,B10W2S0006,クラブ経歴 > 「2026-27：福岡」が初出（今回の復帰。前年は横浜BC、その前も福岡）,B.LEAGUE公式のクラブ所属履歴で現所属クラブを確認,SUPPORTED,2026-09-24,2023-24〜2024-25シーズンにも一度福岡に在籍しており、2025-26シーズンの横浜BC在籍を挟んだ復帰である点に留意
B10W2E0030,Career,C000489,start,2026,B10W2S0006,クラブ経歴 > 「2026-27：福岡」が初出（今回の復帰）,B.LEAGUE公式のクラブ所属履歴で2026-27シーズンからの現在の在籍開始を確認,SUPPORTED,2026-09-24,
B10W2E0031,Person,P000145,name,大橋 大空,B10W2S0007,基本情報 > 選手名,B.LEAGUE公式プロフィールで氏名を確認,SUPPORTED,2026-09-24,
B10W2E0032,Person,P000145,birth_date,1999-04-05,B10W2S0007,基本情報 > 生年月日,B.LEAGUE公式プロフィールで生年月日を確認,SUPPORTED,2026-09-24,
B10W2E0033,Career,C000490,organization_id,ORG000119,B10W2S0001,TagID=35（洛南高等学校）掲載選手一覧,B.LEAGUE公式の出身校タグ一覧に掲載,SUPPORTED,2026-09-24,
B10W2E0034,Career,C000491,organization_id,ORG000187,B10W2S0001,選手カード > 出身校：ブルーフィールド州立大学,B.LEAGUE公式の出身校タグ一覧の選手カードで出身大学（米国）を確認,SUPPORTED,2026-09-24,
B10W2E0035,Career,C000492,organization_id,ORG000090,B10W2S0007,クラブ経歴 > 「2025-26：横浜エクセレンス」（前は2023-24島根）,B.LEAGUE公式のクラブ所属履歴で現所属クラブを確認,SUPPORTED,2026-09-24,B.LEAGUE公式のクラブ所属履歴には2024-25シーズンの記載がなく、2023-24（島根）と2025-26（横浜エクセレンス）の間にデータの欠落がある可能性がある。start=2025は取得できたデータに基づく推定であり、2024-25シーズンの所属は未確認
