source_id,title,publisher,url,accessed_at
B7S0026,富樫勇樹 - Wikipedia,Wikipedia,https://ja.wikipedia.org/wiki/富樫勇樹,2026-09-23
B7S0027,富樫 勇樹｜指揮官の信頼も厚い男子日本代表キャプテン,日本バスケットボール協会(JBA),https://okinawa-basketball.japanbasketball.jp/column/2023/08/785,2026-09-23
B7S0028,齋藤拓実 - Wikipedia,Wikipedia,https://ja.wikipedia.org/wiki/齋藤拓実,2026-09-23
B7S0029,（２）バスケットボール部 齋藤拓実,明大スポーツ新聞部,https://meisupo.net/news/8783/,2026-09-23
B7S0030,篠山竜青 - Wikipedia,Wikipedia,https://ja.wikipedia.org/wiki/篠山竜青,2026-09-23
B7S0031,西田優大 - Wikipedia,Wikipedia,https://ja.wikipedia.org/wiki/西田優大,2026-09-23
B7S0032,田中大貴 (バスケットボール) - Wikipedia,Wikipedia,https://ja.wikipedia.org/wiki/田中大貴_(バスケットボール),2026-09-23
B7S0033,片岡大晴 - Wikipedia,Wikipedia,https://ja.wikipedia.org/wiki/片岡大晴,2026-09-23
B7S0034,松脇圭志 - Wikipedia,Wikipedia,https://ja.wikipedia.org/wiki/松脇圭志,2026-09-23
B7S0035,【連載】早大『令和5年度卒業記念特集』星川堅信,Yahoo!スポーツ（スポーツナビ）,https://sports.yahoo.co.jp/official/detail/2024022900045-spnaviow,2026-09-23
B7S0036,オータムリーグ出場選手インタビュー：星川堅信（早稲田大学3年）,J SPORTS,https://news.jsports.co.jp/basketball/article/20190310223849/,2026-09-23
