decision_id,entity_type,entity_id,decision,eligible_fields,held_fields,reason,reviewed_at
B6W2D0001,Person,P000079,READY_FOR_VERIFIED_REVIEW,name|name_en|birth_date,,JBA・B3公式資料で確認,2026-09-22
B6W2D0002,Career,C000278,READY_FOR_VERIFIED_REVIEW,organization_id|role|activity_date,start|end,JBA公式メンバー表で確認,2026-09-22
B6W2D0003,Career,C000279,READY_FOR_VERIFIED_REVIEW,organization_id|role|activity_year,start|end,JUBF公式ロスターで確認,2026-09-22
B6W2D0004,Career,C000280,READY_FOR_VERIFIED_REVIEW,organization_id|role|competition_participation,start|end,B3公式プロフィールと成績で確認。期間は別確認が必要,2026-09-22
B6W2D0005,Person,P000080,READY_FOR_VERIFIED_REVIEW,name|name_en|birth_date,,JBA・B.LEAGUE公式資料で確認,2026-09-22
B6W2D0006,Career,C000281,READY_FOR_VERIFIED_REVIEW,organization_id|role|activity_date,start|end,JBA公式メンバー表で確認,2026-09-22
B6W2D0007,Career,C000282,READY_FOR_VERIFIED_REVIEW,organization_id|role|activity_year,start|end,JUBF公式ロスターで確認,2026-09-22
B6W2D0008,Career,C000283,READY_FOR_VERIFIED_REVIEW,organization_id|role|start|end|competition_participation,,B.LEAGUE公式所属履歴と成績で確認,2026-09-22
B6W2D0009,Person,P000081,READY_FOR_VERIFIED_REVIEW,name|name_en|birth_date,,B.LEAGUE公式資料で確認,2026-09-22
B6W2D0010,Career,C000284,READY_FOR_VERIFIED_REVIEW,organization_id,role|start|end,JUBF公式の出身校欄で確認。役割は専門媒体による補助,2026-09-22
B6W2D0011,Career,C000285,READY_FOR_VERIFIED_REVIEW,organization_id|role|activity_year,start|end,JUBF公式ロスターで確認,2026-09-22
B6W2D0012,Career,C000286,READY_FOR_VERIFIED_REVIEW,organization_id|role|start|end|competition_participation,,B.LEAGUE公式所属履歴と成績で確認,2026-09-22
B6W2D0013,Person,P000082,READY_FOR_VERIFIED_REVIEW,name|name_en|birth_date,,B.LEAGUE公式資料で確認,2026-09-22
B6W2D0014,Career,C000287,READY_FOR_VERIFIED_REVIEW,organization_id,role|start|end,学校公式で卒業生関係を確認。期間と役割は専門媒体のみ,2026-09-22
B6W2D0015,Career,C000288,READY_FOR_VERIFIED_REVIEW,organization_id|role|activity_year,start|end,JUBF公式ロスターで確認,2026-09-22
B6W2D0016,Career,C000289,READY_FOR_VERIFIED_REVIEW,organization_id|role|start|end|competition_participation,current_status,B.LEAGUE・B3公式で所属と出場を確認,2026-09-22
B6W2D0017,Organization,ORG000010,READY_FOR_VERIFIED_REVIEW,name,,公式資料内表記を確認,2026-09-22
B6W2D0018,Organization,ORG000015,READY_FOR_VERIFIED_REVIEW,name,,公式資料内表記を確認,2026-09-22
B6W2D0019,Organization,ORG000020,READY_FOR_VERIFIED_REVIEW,name,,公式資料内表記を確認,2026-09-22
B6W2D0020,Organization,ORG000046,READY_FOR_VERIFIED_REVIEW,name,,公式資料内表記を確認,2026-09-22
B6W2D0021,Organization,ORG000111,READY_FOR_VERIFIED_REVIEW,name,,公式資料内表記を確認,2026-09-22
B6W2D0022,Organization,ORG000115,READY_FOR_VERIFIED_REVIEW,name,,公式資料内表記を確認,2026-09-22
B6W2D0023,Organization,ORG000116,READY_FOR_VERIFIED_REVIEW,name,,公式資料内表記を確認,2026-09-22
