record_id,entity_type,entity_id,field_name,candidate_value,source_id,source_locator,evidence_summary,assessment,checked_at,issue_note
B13W2E0001,Person,P000161,name,岡田 侑大,B13W2S0001,基本情報 > 選手名,B.LEAGUE公式プロフィールで氏名を確認,SUPPORTED,2026-09-24,
B13W2E0002,Person,P000161,birth_date,1998-06-10,B13W2S0001,基本情報 > 生年月日,B.LEAGUE公式プロフィールで生年月日を確認,SUPPORTED,2026-09-24,
B13W2E0003,Career,C000536,organization_id,ORG000195,B13W2S0001,基本情報 > 出身校（高）：東山高等学校,B.LEAGUE公式プロフィールで出身高校を確認,SUPPORTED,2026-09-24,
B13W2E0004,Career,C000537,organization_id,ORG000031,B13W2S0001,基本情報 > 出身校（大）：拓殖大学,B.LEAGUE公式プロフィールで出身大学を確認,SUPPORTED,2026-09-24,
B13W2E0005,Career,C000538,organization_id,ORG000155,B13W2S0001,クラブ経歴 > 「2025-26：島根」が最新,B.LEAGUE公式のクラブ所属履歴で現所属クラブを確認,SUPPORTED,2026-09-24,三河（2018-19・2019-20）、富山（2020-21）、信州（2021-22・2022-23）、旧京都在籍（2023-24・2024-25）は今回のWaveでは対象外。詳細はissue B13W2I0003を参照
B13W2E0006,Career,C000538,start,2025,B13W2S0001,クラブ経歴 > 「2025-26：島根」が最新,B.LEAGUE公式のクラブ所属履歴で2025-26シーズンからの加入を確認,SUPPORTED,2026-09-24,
B13W2E0007,Person,P000162,name,堀田 尚秀,B13W2S0002,基本情報 > 選手名,B.LEAGUE公式プロフィールで氏名を確認,SUPPORTED,2026-09-24,
B13W2E0008,Person,P000162,birth_date,2003-07-31,B13W2S0002,基本情報 > 生年月日,B.LEAGUE公式プロフィールで生年月日を確認,SUPPORTED,2026-09-24,
B13W2E0009,Career,C000539,organization_id,ORG000195,B13W2S0002,基本情報 > 出身校（高）：東山高等学校,B.LEAGUE公式プロフィールで出身高校を確認,SUPPORTED,2026-09-24,
B13W2E0010,Career,C000540,organization_id,ORG000136,B13W2S0002,基本情報 > 出身校（大）：早稲田大学,B.LEAGUE公式プロフィールで出身大学を確認,SUPPORTED,2026-09-24,
B13W2E0011,Career,C000541,organization_id,ORG000137,B13W2S0002,クラブ経歴 > 「2025-26：秋田」が初出（唯一の在籍クラブ）,B.LEAGUE公式のクラブ所属履歴で現所属クラブを確認,SUPPORTED,2026-09-24,
B13W2E0012,Career,C000541,start,2025,B13W2S0002,クラブ経歴 > 「2025-26：秋田」が初出,B.LEAGUE公式のクラブ所属履歴で2025-26シーズンからの加入（B.LEAGUEデビュー）を確認,SUPPORTED,2026-09-24,
B13W2E0013,Person,P000163,name,西部 秀馬,B13W2S0003,基本情報 > 選手名,B.LEAGUE公式プロフィールで氏名を確認,SUPPORTED,2026-09-24,
B13W2E0014,Person,P000163,birth_date,2003-05-20,B13W2S0003,基本情報 > 生年月日,B.LEAGUE公式プロフィールで生年月日を確認,SUPPORTED,2026-09-24,
B13W2E0015,Career,C000542,organization_id,ORG000195,B13W2S0003,基本情報 > 出身校（高）：東山高等学校,B.LEAGUE公式プロフィールで出身高校を確認,SUPPORTED,2026-09-24,
B13W2E0016,Career,C000543,organization_id,ORG000020,B13W2S0003,基本情報 > 出身校（大）：日本体育大学,B.LEAGUE公式プロフィールで出身大学を確認,SUPPORTED,2026-09-24,
B13W2E0017,Career,C000544,organization_id,ORG000042,B13W2S0003,クラブ経歴 > 「2025-26：京都」が初出（唯一の在籍クラブ）,B.LEAGUE公式のクラブ所属履歴で現所属クラブを確認,SUPPORTED,2026-09-24,
B13W2E0018,Career,C000544,start,2025,B13W2S0003,クラブ経歴 > 「2025-26：京都」が初出,B.LEAGUE公式のクラブ所属履歴で2025-26シーズンからの加入（B.LEAGUEデビュー）を確認,SUPPORTED,2026-09-24,
B13W2E0019,Person,P000164,name,川嶋 勇人,B13W2S0004,基本情報 > 選手名,B.LEAGUE公式プロフィールで氏名を確認,SUPPORTED,2026-09-24,
B13W2E0020,Person,P000164,birth_date,1990-05-15,B13W2S0004,基本情報 > 生年月日,B.LEAGUE公式プロフィールで生年月日を確認,SUPPORTED,2026-09-24,
B13W2E0021,Career,C000545,organization_id,ORG000195,B13W2S0004,基本情報 > 出身校（高）：東山高等学校,B.LEAGUE公式プロフィールで出身高校を確認,SUPPORTED,2026-09-24,
B13W2E0022,Career,C000546,organization_id,ORG000196,B13W2S0004,基本情報 > 出身校（大）：関西学院大学,B.LEAGUE公式プロフィールで出身大学を確認,SUPPORTED,2026-09-24,
B13W2E0023,Career,C000547,organization_id,ORG000042,B13W2S0004,クラブ経歴 > 「2024-25：京都」以降継続、2016-17に同クラブでのルーキーシーズンあり,B.LEAGUE公式のクラブ所属履歴で現所属クラブへの復帰を確認,SUPPORTED,2026-09-24,三遠（2017-18〜2020-21）、秋田（2021-22・2022-23）、FE名古屋（2023-24）在籍、および2016-17の京都での最初の在籍は今回のWaveでは対象外。詳細はissue B13W2I0004を参照
B13W2E0024,Career,C000547,start,2024,B13W2S0004,クラブ経歴 > 「2024-25：京都」が復帰後の初出,B.LEAGUE公式のクラブ所属履歴で2024-25シーズンからの京都復帰を確認,SUPPORTED,2026-09-24,
