source_id,title,publisher,url,accessed_at
B4W1S0001,平成29年度 バスケットボール男子U16日本代表チーム メンバー表,日本バスケットボール協会,https://www.japanbasketball.jp/wp-content/uploads/U16men-member_20180330.pdf,2026-09-20
B4W1S0002,2020年度男子日本代表Bチーム メンバー,日本バスケットボール協会,https://www.japanbasketball.jp/wp-content/uploads/National-B-Team_Men_member_20200806.pdf,2026-09-20
B4W1S0003,河村勇輝 B.LEAGUE公式選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=30460,2026-09-20
B4W1S0004,Grizzlies promote Yuki Kawamura to two-way contract,Memphis Grizzlies,https://www.nba.com/grizzlies/news/grizzlies-promote-yuki-kawamura-to-two-way-contract,2026-09-20
B4W1S0007,日本経済大学 2024新人戦ロスター,全日本大学バスケットボール連盟,https://jubf.jp/game/university-detail/id/180/type/rookie/y/2024/s/men,2026-09-20
B4W1S0008,WUBS 2025 日本学生選抜メンバー,全日本大学バスケットボール連盟,https://jubf.jp/index/show-pdf/url/aHR0cHM6Ly9kMmEwdjF4N3F2eGw2Yy5jbG91ZGZyb250Lm5ldC9maWxlcy9zcG9ocF9qdWJmL25ld3MvNjg5MmMzMGU0Y2U3ZS5wZGY%3D,2026-09-20
B4W1S0009,児玉 ジュニア選手 契約締結（新規）のお知らせ,三遠ネオフェニックス,https://www.neophoenix.jp/news/detail/id=21966,2026-09-20
B4W1S0010,児玉ジュニア B.LEAGUE公式選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=51000552,2026-09-20
B4W1S0011,児玉 ジュニア選手 契約締結（継続）のお知らせ,三遠ネオフェニックス,https://www.neophoenix.jp/news/detail/id=24999,2026-09-20
B4W2S0001,河合瑠那 B.LEAGUE公式選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=51000607,2026-09-20
B4W2S0002,河合瑠那選手 特別指定選手登録のお知らせ,横浜エクセレンス,https://yokohama-ex.jp/team/pages/id=22814,2026-09-20
B4W2S0003,河合瑠那選手 特別指定選手活動終了のお知らせ,横浜エクセレンス,https://yokohama-ex.jp/news/detail/id=25440,2026-09-20
B4W2S0004,大阪学院大学 2023インカレ登録,全日本大学バスケットボール連盟,https://jubf.jp/game/university-detail/id/49/type/intercollege/y/2023/s/men,2026-09-20
B4W2S0005,大阪学院大学 2024インカレ登録,全日本大学バスケットボール連盟,https://jubf.jp/game/university-detail/id/49/type/intercollege/y/2024/s/men,2026-09-20
B4W2S0006,長岡大杜 B.LEAGUE公式選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=52467,2026-09-20
B4W2S0007,2025-26シーズン 新規リーグエントリー選手のお知らせ,B3リーグ,https://www.b3league.jp/archives/45352,2026-09-20
B4W3S0001,専大スポーツ第559号 2017年度期待のニューパワー,専修大学,https://www.senshu-u.ac.jp/albums/abm.php?d=2115&f=abm00003946.pdf&n=2017%E5%B9%B44%E6%9C%88%E5%8F%B7%EF%BC%88%E7%AC%AC559%E5%8F%B7%EF%BC%8911%E9%9D%A2.pdf,2026-09-20
B4W3S0002,重冨周希 B.LEAGUE公式選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=5100000076,2026-09-20
B4W3S0003,重冨友希 B.LEAGUE公式選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=40173,2026-09-20
B4W3S0004,重冨友希選手 2025-26シーズン契約合意（継続）,山口パッツファイブ,https://patsfive.com/shigetomi2526/,2026-09-20
B4W3S0005,キエキエ・トピー・アリ B.LEAGUE公式選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=36413,2026-09-20
B4W3S0006,キエキエ・トピー・アリ選手 2024-25シーズン契約合意,横浜エクセレンス,https://yokohama-ex.jp/team/pages/id=21831,2026-09-20
B4W3S0007,キエキエ・トピー・アリ選手 契約満了,横浜エクセレンス,https://yokohama-ex.jp/team/pages/id=22085,2026-09-20
B4W3S0008,遥天翼 B.LEAGUE公式選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=8642,2026-09-20
B4W3S0009,遥天翼氏 2025-26シーズン契約（新規）,熊本ヴォルターズ,https://www.volters.jp/news/detail/id=16536,2026-09-20
B4W4S0001,B.LEAGUE DRAFT 2026 候補選手一覧,B.LEAGUE,https://www.bleague.jp/draft2026/prospects/list/,2026-09-21
B4W4S0002,第77回全日本大学バスケットボール選手権大会 日本経済大学,全日本大学バスケットボール連盟,https://jubf.jp/game/university-detail/id/180/type/intercollege/y/2025/s/men,2026-09-21
B4W4S0003,第74回全日本大学バスケットボール選手権大会 新潟経営大学,全日本大学バスケットボール連盟,https://jubf.jp/game/university-detail/id/4/type/intercollege/y/2022/s/men,2026-09-21
B4W4S0004,第76回全日本大学バスケットボール選手権大会 新潟経営大学,全日本大学バスケットボール連盟,https://jubf.jp/game/university-detail/id/4/type/intercollege/y/2024/s/men,2026-09-21
