record_id,entity_type,entity_id,field_name,candidate_value,source_id,source_locator,evidence_summary,assessment,checked_at,issue_note
B7E0191,Person,P000103,name,渡邊雄太,B7S0047,選手名,bleague.jp選手プロフィールで氏名を確認,SUPPORTED,2026-09-23,
B7E0192,Person,P000103,date_of_birth,1994-10-13,B7S0047,生年月日 > 1994年10月13日,bleague.jp選手プロフィールで生年月日を確認,SUPPORTED,2026-09-23,
B7E0193,Career,C000353,organization_id,ORG000156,B7S0047,出身校 > 尽誠学園高等学校,bleague.jp選手プロフィールで出身高校を確認,SUPPORTED,2026-09-23,
B7E0194,Career,C000354,organization_id,ORG000157,B7S0047,出身校 > ジョージ・ワシントン大学,bleague.jp選手プロフィールで出身大学を確認,SUPPORTED,2026-09-23,
B7E0195,Career,C000355,organization_id,ORG000118,B7S0047,クラブ所属履歴 > 2026-27 千葉J,bleague.jpのクラブ所属履歴で現所属クラブ（千葉ジェッツ）を確認,SUPPORTED,2026-09-23,
B7E0196,Career,C000355,organization_id,ORG000118,B7S0048,TOP TEAM選手一覧 > 渡邊雄太,千葉ジェッツ公式サイトのチームページでも現所属を確認（独立した第2ソース）,SUPPORTED,2026-09-23,
B7E0197,Person,P000104,name,八村塁,B7S0049,冒頭,Wikipediaで氏名を確認,SUPPORTED,2026-09-23,
B7E0198,Person,P000104,date_of_birth,1998-02-08,B7S0049,基本情報 > 1998年2月8日生まれ,Wikipediaで生年月日を確認,SUPPORTED,2026-09-23,
B7E0199,Career,C000356,organization_id,ORG000147,B7S0049,経歴 > 出身高校：明成高等学校（宮城県）,Wikipediaで出身高校を確認。同校は2020年に仙台大学附属明成高等学校へ改称しており、八村塁の在籍時期（2013年頃〜2016年）は改称前のためORG000147（明成高等学校）をそのまま使用（Wave5・安藤誓哉と同一校）,SUPPORTED,2026-09-23,
B7E0200,Career,C000357,organization_id,ORG000158,B7S0049,経歴 > ゴンザガ大学に進学,Wikipediaで出身大学を確認,SUPPORTED,2026-09-23,
B7E0201,Career,C000358,organization_id,ORG000140,B7S0050,本文 > 「発表日：2026年7月7日（現地時間6日）」「移籍前の所属：ロサンゼルス・レイカーズ」、ロサンゼルス・クリッパーズと2年契約,basketballking.jpの記事（2026年7月7日付）でレイカーズからクリッパーズへの移籍・現所属を確認。Wikipediaはレイカーズ在籍までの記載で本移籍情報が反映されておらず古いため、本件は当記事を優先,SUPPORTED,2026-09-23,Wikipediaの八村塁記事はクリッパーズ移籍（2026年7月）を反映しておらず、現所属の一次情報としては使用不可と判断した
B7E0202,Person,P000105,name,田臥勇太,B7S0051,選手名,bleague.jp選手プロフィールで氏名を確認,SUPPORTED,2026-09-23,
B7E0203,Person,P000105,date_of_birth,1980-10-05,B7S0051,生年月日 > 1980年10月5日,bleague.jp選手プロフィールで生年月日を確認,SUPPORTED,2026-09-23,
B7E0204,Career,C000359,organization_id,ORG000159,B7S0051,出身校 > 秋田県立能代工業高等学校（現・秋田県立能代科学技術高等学校）,bleague.jp選手プロフィールで出身高校を確認。同プロフィール自身が現校名（能代科学技術）への改称を注記しているため、在籍当時の校名である秋田県立能代工業高等学校で登録（改称後の現校名は不使用）,SUPPORTED,2026-09-23,
B7E0205,Career,C000360,organization_id,ORG000160,B7S0051,出身校 > ブリガムヤング大学ハワイ校,bleague.jp選手プロフィールで出身大学を確認,SUPPORTED,2026-09-23,
B7E0206,Career,C000361,organization_id,ORG000047,B7S0051,クラブ所属履歴 > 2026-27シーズン：宇都宮ブレックス（2023-24シーズン以降、継続して宇都宮ブレックス）,bleague.jpのクラブ所属履歴で現所属クラブ（宇都宮ブレックス）を確認,SUPPORTED,2026-09-23,
B7E0207,Person,P000106,name,富永啓生,B7S0052,選手名,bleague.jp選手プロフィールで氏名を確認,SUPPORTED,2026-09-23,
B7E0208,Person,P000106,date_of_birth,2001-02-01,B7S0052,生年月日 > 2001年2月1日,bleague.jp選手プロフィールで生年月日を確認,SUPPORTED,2026-09-23,
B7E0209,Career,C000362,organization_id,ORG000161,B7S0052,出身校 > 桜丘高等学校,bleague.jp選手プロフィールで出身高校を確認,SUPPORTED,2026-09-23,
B7E0210,Career,C000363,organization_id,ORG000162,B7S0052,出身校 > ネブラスカ大学,bleague.jp選手プロフィールで出身大学を確認,SUPPORTED,2026-09-23,
B7E0211,Career,C000364,organization_id,ORG000092,B7S0052,クラブ所属履歴 > 2026-27 北海道 / 2025-26 北海道,bleague.jpのクラブ所属履歴で現所属クラブ（レバンガ北海道）を確認,SUPPORTED,2026-09-23,
