source_id,title,publisher,url,accessed_at
B7S0009,田中大貴 B.LEAGUE公式選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=9037,2026-09-23
B7S0010,田中大貴 東京サンロッカーズ公式選手プロフィール,東京サンロッカーズ,https://www.sunrockers.jp/team/players/detail/id=16564?PlayerID=9037,2026-09-23
B7S0011,ワタシノB.LEAGUE選手一覧 | 長崎県立長崎西高等学校,B.LEAGUE,https://www.bleague.jp/mybleague_list/?TagID=35:%E9%95%B7%E5%B4%8E%E7%9C%8C%E7%AB%8B%E9%95%B7%E5%B4%8E%E8%A5%BF%E9%AB%98%E7%AD%89%E5%AD%A6%E6%A0%A1,2026-09-23
B7S0012,田中大貴が語るバスケ部時代vol.2「背番号『24』は、母校長崎西の『西＝24』」,バスケットカウント,https://basket-count.com/article/detail/3918,2026-09-23
B7S0013,岸本隆一 B.LEAGUE公式選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=8655,2026-09-23
B7S0014,岸本 隆一選手 契約締結（複数年）のお知らせ,京都ハンナリーズ,https://hannaryz.jp/news/detail/id=24529,2026-09-23
B7S0015,ワタシノB.LEAGUE選手一覧 | 沖縄県立北中城高等学校,B.LEAGUE,https://www.bleague.jp/mybleague_list/?TagID=35:%E6%B2%96%E7%B8%84%E7%9C%8C%E7%AB%8B%E5%8C%97%E4%B8%AD%E5%9F%8E%E9%AB%98%E7%AD%89%E5%AD%A6%E6%A0%A1,2026-09-23
B7S0016,【B.STARS Vol.3-①】岸本隆一（琉球ゴールデンキングス）,月刊バスケットボールWEB,https://www.basketball-zine.com/article/detail/7981,2026-09-23
B7S0017,西田優大 シーホース三河公式選手プロフィール,シーホース三河,https://go-seahorses.jp/team/players/detail/id=17209?PlayerID=30403,2026-09-23
B7S0018,金丸晃輔 B.LEAGUE公式選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=8592,2026-09-23
B7S0019,14 金丸晃輔選手 佐賀バルーナーズ公式選手プロフィール,佐賀バルーナーズ,https://ballooners.jp/team/member/player14,2026-09-23
B7S0020,プロバスケットボール選手・金丸晃輔さんにインタビュー【第1回】,Meiji NOW（明治大学）,https://meijinow.jp/senior/interview/8831,2026-09-23
B7S0021,【トッププレーヤーの高校時代】金丸晃輔「バスケをはじめたきっかけは、ダイエット」（前編）,バスケットボールキング,https://basketballking.jp/news/japan/b1/20201124/298048.html,2026-09-23
