source_id,title,publisher,url,accessed_at
B3S0001,ウインターカップ2021 福岡第一対帝京長岡 ボックススコア,日本バスケットボール協会,https://wintercup2021.japanbasketball.jp/boxscore/?period=18&schedulekey=7425,2026-09-20
B3S0002,第96回天皇杯 福岡第一高校ロスター,日本バスケットボール協会,https://zennihon2020-21.japanbasketball.jp/team/1st/men-fukuoka,2026-09-20
B3S0003,2019年度男子U16日本代表 第1次強化合宿メンバー,日本バスケットボール協会,https://iwate.japanbasketball.jp/manage/wp-content/uploads/2019/04/42d4fca113768eb1273ef8bdba5e06eb.pdf,2026-09-20
B3S0004,2024年度第47回李相佰盃 日本代表メンバー,全日本大学バスケットボール連盟,https://jubf.jp/index/show-pdf/url/aHR0cHM6Ly9kMmEwdjF4N3F2eGw2Yy5jbG91ZGZyb250Lm5ldC9maWxlcy9zcG9ocF9qdWJmL25ld3MvNjYwMjliODAwOTQ1ZC5wZGY=,2026-09-20
B3S0005,佐藤涼成選手 特別指定選手登録のお知らせ,横浜ビー・コルセアーズ,https://b-corsairs.com/news/team_20241221_1/,2026-09-20
B3S0006,第101回天皇杯 日本体育大学ロスター,日本バスケットボール協会,https://zennihon2025-26.japanbasketball.jp/team/fin/m02/,2026-09-20
B3S0007,第77回インカレ 日本体育大学ロスター,全日本大学バスケットボール連盟,https://jubf.jp/game/university-detail/id/5/type/intercollege/y/2025/s/men,2026-09-20
B3S0008,第76回インカレ 青山学院大学ロスター,全日本大学バスケットボール連盟,https://jubf.jp/game/university-detail/id/9/type/intercollege/y/2024/s/men,2026-09-20
B3S0009,第76回インカレ 青山学院大学対天理大学,全日本大学バスケットボール連盟,https://jubf.jp/game/detail/id/1194/type/intercollege/s/men,2026-09-20
B3S0010,第77回インカレ 九州国際大学ロスター,全日本大学バスケットボール連盟,https://jubf.jp/game/university-detail/id/230/type/intercollege/y/2025/s/men,2026-09-20
B3S0011,第74回インカレ 東海大学九州ロスター,全日本大学バスケットボール連盟,https://jubf.jp/game/university-detail/id/12/type/intercollege/y/2022/s/men,2026-09-20
B3S0012,第75回インカレ 東海大学九州ロスター,全日本大学バスケットボール連盟,https://jubf.jp/game/university-detail/id/12/type/intercollege/y/2023/s/men,2026-09-20
B3S0013,第76回インカレ 東海大学九州ロスター,全日本大学バスケットボール連盟,https://jubf.jp/game/university-detail/id/12/type/intercollege/y/2024/s/men,2026-09-20
B3S0014,第77回インカレ 東海大学九州ロスター,全日本大学バスケットボール連盟,https://jubf.jp/game/university-detail/id/12/type/intercollege/y/2025/s/men,2026-09-20
B3S0015,第76回インカレ 山梨学院大学ロスター,全日本大学バスケットボール連盟,https://jubf.jp/game/university-detail/id/204/type/intercollege/y/2024/s/men,2026-09-20
B3S0016,第77回インカレ 山梨学院大学ロスター,全日本大学バスケットボール連盟,https://jubf.jp/game/university-detail/id/204/type/intercollege/y/2025/s/men,2026-09-20
B3S0017,第77回インカレ 山梨学院大学対名古屋学院大学,全日本大学バスケットボール連盟,https://jubf.jp/game/detail/id/1365/type/intercollege/s/men,2026-09-20
B3S0018,第73回インカレ 専修大学ロスター,全日本大学バスケットボール連盟,https://jubf.jp/game/university-detail/id/25/type/intercollege/y/2021/s/men,2026-09-20
B3S0019,第74回インカレ 専修大学ロスター,全日本大学バスケットボール連盟,https://jubf.jp/game/university-detail/id/25/type/intercollege/y/2022/s/men,2026-09-20
B3S0020,第75回インカレ 専修大学ロスター,全日本大学バスケットボール連盟,https://jubf.jp/game/university-detail/id/25/type/intercollege/y/2023/s/men,2026-09-20
B3S0021,第76回インカレ 専修大学ロスター,全日本大学バスケットボール連盟,https://jubf.jp/game/university-detail/id/25/type/intercollege/y/2024/s/men,2026-09-20
B3S0022,キエキエ・トピー・アリ 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=36413,2026-09-20
B3S0023,第74回インカレ 日本経済大学ロスター,全日本大学バスケットボール連盟,https://jubf.jp/game/university-detail/id/180/type/intercollege/y/2022/s/men,2026-09-20
B3S0024,第75回インカレ 日本経済大学ロスター,全日本大学バスケットボール連盟,https://jubf.jp/game/university-detail/id/180/type/intercollege/y/2023/s/men,2026-09-20
B3S0025,第76回インカレ 日本経済大学ロスター,全日本大学バスケットボール連盟,https://jubf.jp/game/university-detail/id/180/type/intercollege/y/2024/s/men,2026-09-20
B3S0026,第76回インカレ 日本経済大学対中央大学,全日本大学バスケットボール連盟,https://jubf.jp/game/detail/id/1214/type/intercollege/s/men,2026-09-20
B3S0027,2023年度新人戦 日本体育大学プロフィール,全日本大学バスケットボール連盟,https://jubf.jp/game/university-detail/id/5/type/rookie/y/2023/s/men,2026-09-20
B3S0028,第76回インカレ 日本体育大学プロフィール,全日本大学バスケットボール連盟,https://jubf.jp/game/university-detail/id/5/type/intercollege/y/2024/s/men,2026-09-20
