record_id,entity_type,entity_id,field_name,candidate_value,source_id,source_locator,evidence_summary,assessment,checked_at,issue_note
B10W3E0001,Person,P000146,name,大庭 岳輝,B10W3S0002,基本情報 > 選手名,B.LEAGUE公式プロフィールで氏名を確認,SUPPORTED,2026-09-24,
B10W3E0002,Person,P000146,birth_date,1997-07-29,B10W3S0002,基本情報 > 生年月日,B.LEAGUE公式プロフィールで生年月日を確認,SUPPORTED,2026-09-24,
B10W3E0003,Career,C000493,organization_id,ORG000119,B10W3S0001,TagID=35（洛南高等学校）掲載選手一覧,B.LEAGUE公式の出身校タグ一覧に掲載,SUPPORTED,2026-09-24,
B10W3E0004,Career,C000494,organization_id,ORG000188,B10W3S0001,選手カード > 出身校：京都産業大学,B.LEAGUE公式の出身校タグ一覧の選手カードで出身大学を確認,SUPPORTED,2026-09-24,
B10W3E0005,Career,C000495,organization_id,ORG000190,B10W3S0002,クラブ経歴 > 「2025-26：越谷」が初出（前年まで横浜BC）,B.LEAGUE公式のクラブ所属履歴で現所属クラブを確認,SUPPORTED,2026-09-24,
B10W3E0006,Career,C000495,start,2025,B10W3S0002,クラブ経歴 > 「2025-26：越谷」が初出,B.LEAGUE公式のクラブ所属履歴で2025-26シーズンからの加入を確認,SUPPORTED,2026-09-24,
B10W3E0007,Person,P000147,name,伊藤 達哉,B10W3S0003,基本情報 > 選手名,B.LEAGUE公式プロフィールで氏名を確認,SUPPORTED,2026-09-24,
B10W3E0008,Person,P000147,birth_date,1994-11-26,B10W3S0003,基本情報 > 生年月日,B.LEAGUE公式プロフィールで生年月日を確認,SUPPORTED,2026-09-24,
B10W3E0009,Career,C000496,organization_id,ORG000119,B10W3S0001,TagID=35（洛南高等学校）掲載選手一覧,B.LEAGUE公式の出身校タグ一覧に掲載,SUPPORTED,2026-09-24,
B10W3E0010,Career,C000497,organization_id,ORG000015,B10W3S0001,選手カード > 出身校：東海大学,B.LEAGUE公式の出身校タグ一覧の選手カードで出身大学を確認,SUPPORTED,2026-09-24,
B10W3E0011,Career,C000498,organization_id,ORG000110,B10W3S0003,クラブ経歴 > 「2025-26以降：広島」（前年まで琉球）,B.LEAGUE公式のクラブ所属履歴で現所属クラブを確認,SUPPORTED,2026-09-24,
B10W3E0012,Career,C000498,start,2025,B10W3S0003,クラブ経歴 > 「2025-26：広島」が初出,B.LEAGUE公式のクラブ所属履歴で2025-26シーズンからの加入を確認,SUPPORTED,2026-09-24,
B10W3E0013,Person,P000148,name,津屋 一球,B10W3S0004,基本情報 > 選手名,B.LEAGUE公式プロフィールで氏名を確認,SUPPORTED,2026-09-24,
B10W3E0014,Person,P000148,birth_date,1998-06-07,B10W3S0004,基本情報 > 生年月日,B.LEAGUE公式プロフィールで生年月日を確認,SUPPORTED,2026-09-24,
B10W3E0015,Career,C000499,organization_id,ORG000119,B10W3S0001,TagID=35（洛南高等学校）掲載選手一覧,B.LEAGUE公式の出身校タグ一覧に掲載,SUPPORTED,2026-09-24,
B10W3E0016,Career,C000500,organization_id,ORG000015,B10W3S0001,選手カード > 出身校：東海大学,B.LEAGUE公式の出身校タグ一覧の選手カードで出身大学を確認,SUPPORTED,2026-09-24,
B10W3E0017,Career,C000501,organization_id,ORG000097,B10W3S0004,クラブ経歴 > 「2024-25：三遠」が再登場（2020-21〜2021-22も三遠、間の2022-23〜2023-24はSR渋谷）,B.LEAGUE公式のクラブ所属履歴で現所属クラブを確認,SUPPORTED,2026-09-24,2020-21〜2021-22シーズンにも一度三遠に在籍しており、2022-23〜2023-24のSR渋谷在籍を挟んだ復帰である点に留意
B10W3E0018,Career,C000501,start,2024,B10W3S0004,クラブ経歴 > 「2024-25：三遠」が再登場（今回の復帰）,B.LEAGUE公式のクラブ所属履歴で2024-25シーズンからの現在の在籍開始を確認,SUPPORTED,2026-09-24,
B10W3E0019,Person,P000149,name,小川 敦也,B10W3S0005,基本情報 > 選手名,B.LEAGUE公式プロフィールで氏名を確認,SUPPORTED,2026-09-24,
B10W3E0020,Person,P000149,birth_date,2002-06-24,B10W3S0005,基本情報 > 生年月日,B.LEAGUE公式プロフィールで生年月日を確認,SUPPORTED,2026-09-24,
B10W3E0021,Career,C000502,organization_id,ORG000119,B10W3S0001,TagID=35（洛南高等学校）掲載選手一覧,B.LEAGUE公式の出身校タグ一覧に掲載,SUPPORTED,2026-09-24,
B10W3E0022,Career,C000503,organization_id,ORG000166,B10W3S0001,選手カード > 出身校：筑波大学,B.LEAGUE公式の出身校タグ一覧の選手カードで出身大学を確認,SUPPORTED,2026-09-24,
B10W3E0023,Career,C000504,organization_id,ORG000047,B10W3S0005,クラブ経歴 > 「2022-23：宇都宮」が初出（唯一の記載）,B.LEAGUE公式のクラブ所属履歴で現所属クラブを確認,SUPPORTED,2026-09-24,
B10W3E0024,Career,C000504,start,2022,B10W3S0005,クラブ経歴 > 「2022-23：宇都宮」が初出,B.LEAGUE公式のクラブ所属履歴で2022-23シーズンからの加入（B.LEAGUEデビュー）を確認,SUPPORTED,2026-09-24,
B10W3E0025,Person,P000150,name,小林 遥太,B10W3S0006,基本情報 > 選手名,B.LEAGUE公式プロフィールで氏名を確認,SUPPORTED,2026-09-24,
B10W3E0026,Person,P000150,birth_date,1991-09-12,B10W3S0006,基本情報 > 生年月日,B.LEAGUE公式プロフィールで生年月日を確認,SUPPORTED,2026-09-24,
B10W3E0027,Career,C000505,organization_id,ORG000119,B10W3S0001,TagID=35（洛南高等学校）掲載選手一覧,B.LEAGUE公式の出身校タグ一覧に掲載,SUPPORTED,2026-09-24,
B10W3E0028,Career,C000506,organization_id,ORG000030,B10W3S0001,選手カード > 出身校：青山学院大学,B.LEAGUE公式の出身校タグ一覧の選手カードで出身大学を確認,SUPPORTED,2026-09-24,
B10W3E0029,Career,C000507,organization_id,ORG000040,B10W3S0006,クラブ経歴 > 「2026-27：福岡」が初出（唯一の記載、前年まで奈良）,B.LEAGUE公式のクラブ所属履歴で現所属クラブを確認,SUPPORTED,2026-09-24,
B10W3E0030,Career,C000507,start,2026,B10W3S0006,クラブ経歴 > 「2026-27：福岡」が初出,B.LEAGUE公式のクラブ所属履歴で2026-27シーズンからの加入を確認,SUPPORTED,2026-09-24,
B10W3E0031,Person,P000151,name,伊藤 良太,B10W3S0007,基本情報 > 選手名,B.LEAGUE公式プロフィールで氏名を確認,SUPPORTED,2026-09-24,
B10W3E0032,Person,P000151,birth_date,1992-07-23,B10W3S0007,基本情報 > 生年月日,B.LEAGUE公式プロフィールで生年月日を確認,SUPPORTED,2026-09-24,
B10W3E0033,Career,C000508,organization_id,ORG000119,B10W3S0001,TagID=35（洛南高等学校）掲載選手一覧,B.LEAGUE公式の出身校タグ一覧に掲載,SUPPORTED,2026-09-24,
B10W3E0034,Career,C000509,organization_id,ORG000185,B10W3S0001,選手カード > 出身校：慶應義塾大学,B.LEAGUE公式の出身校タグ一覧の選手カードで出身大学を確認,SUPPORTED,2026-09-24,
B10W3E0035,Career,C000510,organization_id,ORG000050,B10W3S0007,クラブ経歴 > 「2026-27：湘南」が初出（唯一の記載、前年は愛媛）,B.LEAGUE公式のクラブ所属履歴で現所属クラブを確認,SUPPORTED,2026-09-24,
B10W3E0036,Career,C000510,start,2026,B10W3S0007,クラブ経歴 > 「2026-27：湘南」が初出,B.LEAGUE公式のクラブ所属履歴で2026-27シーズンからの加入を確認,SUPPORTED,2026-09-24,
