decision_id,entity_type,entity_id,decision,eligible_fields,held_fields,reason,reviewed_at
B10W3D0001,Person,P000146,READY_FOR_VERIFIED_REVIEW,name|birth_date,,B.LEAGUE公式プロフィールで確認,2026-09-24
B10W3D0002,Career,C000493,READY_FOR_VERIFIED_REVIEW,organization_id|role,start|end,出身校タグ一覧で確認、在籍期間は未確認,2026-09-24
B10W3D0003,Career,C000494,READY_FOR_VERIFIED_REVIEW,organization_id|role,start|end,出身校タグ一覧の選手カードで確認、在籍期間は未確認,2026-09-24
B10W3D0004,Career,C000495,READY_FOR_VERIFIED_REVIEW,organization_id|role|start,end,B.LEAGUE公式プロフィールで確認、現在進行中の契約のため終了日は未定,2026-09-24
B10W3D0005,Person,P000147,READY_FOR_VERIFIED_REVIEW,name|birth_date,,B.LEAGUE公式プロフィールで確認,2026-09-24
B10W3D0006,Career,C000496,READY_FOR_VERIFIED_REVIEW,organization_id|role,start|end,出身校タグ一覧で確認、在籍期間は未確認,2026-09-24
B10W3D0007,Career,C000497,READY_FOR_VERIFIED_REVIEW,organization_id|role,start|end,出身校タグ一覧の選手カードで確認、在籍期間は未確認,2026-09-24
B10W3D0008,Career,C000498,READY_FOR_VERIFIED_REVIEW,organization_id|role|start,end,B.LEAGUE公式プロフィールで確認、現在進行中の契約のため終了日は未定,2026-09-24
B10W3D0009,Person,P000148,READY_FOR_VERIFIED_REVIEW,name|birth_date,,B.LEAGUE公式プロフィールで確認,2026-09-24
B10W3D0010,Career,C000499,READY_FOR_VERIFIED_REVIEW,organization_id|role,start|end,出身校タグ一覧で確認、在籍期間は未確認,2026-09-24
B10W3D0011,Career,C000500,READY_FOR_VERIFIED_REVIEW,organization_id|role,start|end,出身校タグ一覧の選手カードで確認、在籍期間は未確認,2026-09-24
B10W3D0012,Career,C000501,READY_FOR_VERIFIED_REVIEW,organization_id|role|start,end,B.LEAGUE公式プロフィールで確認（2回目の三遠在籍として登録）、現在進行中の契約のため終了日は未定,2026-09-24
B10W3D0013,Person,P000149,READY_FOR_VERIFIED_REVIEW,name|birth_date,,B.LEAGUE公式プロフィールで確認,2026-09-24
B10W3D0014,Career,C000502,READY_FOR_VERIFIED_REVIEW,organization_id|role,start|end,出身校タグ一覧で確認、在籍期間は未確認,2026-09-24
B10W3D0015,Career,C000503,READY_FOR_VERIFIED_REVIEW,organization_id|role,start|end,出身校タグ一覧の選手カードで確認、在籍期間は未確認,2026-09-24
B10W3D0016,Career,C000504,READY_FOR_VERIFIED_REVIEW,organization_id|role|start,end,B.LEAGUE公式プロフィールで確認、現在進行中の契約のため終了日は未定,2026-09-24
B10W3D0017,Person,P000150,READY_FOR_VERIFIED_REVIEW,name|birth_date,,B.LEAGUE公式プロフィールで確認,2026-09-24
B10W3D0018,Career,C000505,READY_FOR_VERIFIED_REVIEW,organization_id|role,start|end,出身校タグ一覧で確認、在籍期間は未確認,2026-09-24
B10W3D0019,Career,C000506,READY_FOR_VERIFIED_REVIEW,organization_id|role,start|end,出身校タグ一覧の選手カードで確認、在籍期間は未確認,2026-09-24
B10W3D0020,Career,C000507,READY_FOR_VERIFIED_REVIEW,organization_id|role|start,end,B.LEAGUE公式プロフィールで確認、現在進行中の契約のため終了日は未定,2026-09-24
B10W3D0021,Person,P000151,READY_FOR_VERIFIED_REVIEW,name|birth_date,,B.LEAGUE公式プロフィールで確認,2026-09-24
B10W3D0022,Career,C000508,READY_FOR_VERIFIED_REVIEW,organization_id|role,start|end,出身校タグ一覧で確認、在籍期間は未確認,2026-09-24
B10W3D0023,Career,C000509,READY_FOR_VERIFIED_REVIEW,organization_id|role,start|end,出身校タグ一覧の選手カードで確認、在籍期間は未確認,2026-09-24
B10W3D0024,Career,C000510,READY_FOR_VERIFIED_REVIEW,organization_id|role|start,end,B.LEAGUE公式プロフィールで確認、現在進行中の契約のため終了日は未定,2026-09-24
