decision_id,entity_type,entity_id,decision,eligible_fields,held_fields,reason,reviewed_at
B9W1D0001,Person,P000128,READY_FOR_VERIFIED_REVIEW,name|birth_date,,B.LEAGUE公式プロフィールで確認,2026-09-24
B9W1D0002,Career,C000440,READY_FOR_VERIFIED_REVIEW,organization_id|role,start|end,B.LEAGUE公式プロフィール・出身校タグ一覧の独立2ソースで確認、在籍期間は未確認,2026-09-24
B9W1D0003,Career,C000441,READY_FOR_VERIFIED_REVIEW,organization_id|role,start|end,B.LEAGUE公式プロフィールで確認、在籍期間は未確認,2026-09-24
B9W1D0004,Career,C000442,READY_FOR_VERIFIED_REVIEW,organization_id|role|start,end,B.LEAGUE公式プロフィールで確認、現在進行中の契約のため終了日は未定。過去にも同クラブに在籍していた点はissueに記録,2026-09-24
B9W1D0005,Person,P000129,READY_FOR_VERIFIED_REVIEW,name|birth_date,,B.LEAGUE公式プロフィールで確認,2026-09-24
B9W1D0006,Career,C000443,READY_FOR_VERIFIED_REVIEW,organization_id|role,start|end,B.LEAGUE公式プロフィール・出身校タグ一覧の独立2ソースで確認、在籍期間は未確認,2026-09-24
B9W1D0007,Career,C000444,READY_FOR_VERIFIED_REVIEW,organization_id|role,start|end,B.LEAGUE公式プロフィールで確認、在籍期間は未確認,2026-09-24
B9W1D0008,Career,C000445,READY_FOR_VERIFIED_REVIEW,organization_id|role|start,end,B.LEAGUE公式プロフィールで確認、現在進行中の契約のため終了日は未定,2026-09-24
B9W1D0009,Person,P000130,READY_FOR_VERIFIED_REVIEW,name|birth_date,,B.LEAGUE公式プロフィールで確認,2026-09-24
B9W1D0010,Career,C000446,READY_FOR_VERIFIED_REVIEW,organization_id|role,start|end,出身校タグ一覧で確認（本人プロフィールページの出身校（高）欄は記載なし）、在籍期間は未確認,2026-09-24
B9W1D0011,Career,C000447,READY_FOR_VERIFIED_REVIEW,organization_id|role,start|end,B.LEAGUE公式プロフィールで確認、在籍期間は未確認,2026-09-24
B9W1D0012,Career,C000448,READY_FOR_VERIFIED_REVIEW,organization_id|role|start,end,B.LEAGUE公式プロフィールで確認、現在進行中の契約のため終了日は未定,2026-09-24
B9W1D0013,Person,P000131,READY_FOR_VERIFIED_REVIEW,name|birth_date,,B.LEAGUE公式プロフィールで確認,2026-09-24
B9W1D0014,Career,C000449,READY_FOR_VERIFIED_REVIEW,organization_id|role,start|end,出身校タグ一覧で確認（本人プロフィールページの出身校欄は記載なし）、在籍期間は未確認,2026-09-24
B9W1D0015,Career,C000450,READY_FOR_VERIFIED_REVIEW,organization_id|role|start,end,B.LEAGUE公式プロフィールで確認、現在進行中の契約のため終了日は未定,2026-09-24
B9W1D0016,Person,P000132,READY_FOR_VERIFIED_REVIEW,name|birth_date,,B.LEAGUE公式プロフィールで確認,2026-09-24
B9W1D0017,Career,C000451,READY_FOR_VERIFIED_REVIEW,organization_id|role,start|end,出身校タグ一覧・バスケWikiの独立2ソースで確認（本人プロフィールページの出身校欄は記載なし）、在籍期間は未確認,2026-09-24
B9W1D0018,Career,C000452,READY_FOR_VERIFIED_REVIEW,organization_id|role,start|end,バスケWikiのみで確認（本人のB.LEAGUE公式プロフィールには出身校（大）欄なし）、在籍期間は未確認,2026-09-24
B9W1D0019,Career,C000453,READY_FOR_VERIFIED_REVIEW,organization_id|role|start,end,B.LEAGUE公式プロフィールで確認、現在進行中の契約のため終了日は未定。過去にも同クラブに在籍していた点はissueに記録,2026-09-24
B9W1D0020,Person,P000133,READY_FOR_VERIFIED_REVIEW,name|birth_date,,神戸ストークス公式サイトの選手プロフィールで確認,2026-09-24
B9W1D0021,Career,C000454,READY_FOR_VERIFIED_REVIEW,organization_id|role,start|end,神戸ストークス公式サイトで確認、在籍期間は未確認,2026-09-24
B9W1D0022,Career,C000455,READY_FOR_VERIFIED_REVIEW,organization_id|role,start|end,神戸ストークス公式サイトで確認、在籍期間は未確認,2026-09-24
B9W1D0023,Career,C000456,READY_FOR_VERIFIED_REVIEW,organization_id|role|start,end,バスケットボールキング記事で確認、現在進行中の契約のため終了日は未定,2026-09-24
