source_id,title,publisher,url,accessed_at
B9W1S0001,納見悠仁 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=30399,2026-09-24
B9W1S0002,白戸大聖 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=15832,2026-09-24
B9W1S0003,菅野ブルース 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=51000431,2026-09-24
B9W1S0004,山内ジャヘル琉人 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=51000441,2026-09-24
B9W1S0005,石川海斗 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=8722,2026-09-24
B9W1S0006,八村 阿蓮,神戸ストークス,https://www.storks.jp/player_lp/allen_hachimura/,2026-09-24
B9W1S0007,ワタシノB.LEAGUE選手一覧 | 明成高等学校(現・仙台大学附属明成高等学校),B.LEAGUE,https://www.bleague.jp/mybleague_list/?TagID=35:明成高等学校(現・仙台大学附属明成高等学校),2026-09-24
B9W1S0008,ワタシノB.LEAGUE選手一覧 | 仙台大学附属明成高等学校(旧・明成高等学校),B.LEAGUE,https://www.bleague.jp/mybleague_list/?TagID=35:仙台大学附属明成高等学校(旧・明成高等学校),2026-09-24
B9W1S0009,ワタシノB.LEAGUE選手一覧 | 仙台大学附属明成高等学校,B.LEAGUE,https://www.bleague.jp/mybleague_list/?TagID=35:仙台大学附属明成高等学校,2026-09-24
B9W1S0010,明成高校出身のバスケットボール選手,j-cbaske.com（バスケWiki）,https://j-cbaske.com/baswiki/archives/5883,2026-09-24
B9W1S0011,群馬を退団した八村阿蓮、新天地は神戸に決定「港町・神戸に似合う男がやって参りました！」,バスケットボールキング,https://basketballking.jp/news/japan/b1/20250528/545755.html,2026-09-24
