source_id,title,publisher,url,accessed_at
B6W4S0001,井手 優希,バスケットボールデータベース (jbaske.com),https://jbaske.com/db/archives/12030,2026-09-23
B6W4S0002,井手 優希選手 契約(新規)基本合意のお知らせ,アースフレンズ東京Z,https://eftokyo-z.jp/news/220701-01,2026-09-23
B6W4S0003,井手優希選手、2023-24シーズン契約合意のお知らせ,横浜エクセレンス,https://yokohama-ex.jp/news/detail/id=21161,2026-09-23
B6W4S0004,【チーム情報】井手優希選手 契約合意のお知らせ,岩手ビッグブルズ,https://www.bigbulls.jp/news/detail/id=19016,2026-09-23
B6W4S0005,【チーム情報】井手優希選手 契約満了及び自由交渉選手リスト公示のお知らせ,岩手ビッグブルズ,https://www.bigbulls.jp/news/detail/id=19411,2026-09-23
B6W4S0006,井手優希選手 移籍先決定のお知らせ,横浜エクセレンス,https://yokohama-ex.jp/news/detail/id=21776,2026-09-23
B6W4S0007,山口パッツファイブ,Wikipedia日本語版,https://ja.wikipedia.org/wiki/山口パッツファイブ,2026-09-23
B6W4S0008,クベマ・ジョセフ・スティーブ選手 契約締結（新規）のお知らせ,しながわシティスポーツクラブ,https://www.shinagawa-city.com/basketball/5334,2026-09-23
B6W4S0009,専修大のスティーブがB3しながわに加入…福岡第一で全国制覇を経験した世代最強留学生選手,バスケットボールキング,https://basketballking.jp/news/japan/univ/20240126/471741.html,2026-09-23
B6W4S0010,【第99回リーグ戦 注目選手】専修大学#13 クベマ,関東大学バスケットボール連盟 (KCBBF),https://www.kcbbf.jp/column/detail/id/171,2026-09-23
B6W4S0011,クベマ・ジョセフ・スティーブ 選手契約締結（新規）のお知らせ,東京八王子ビートレインズ,https://trains.co.jp/news/detail/id=15658,2026-09-23
