decision_id,entity_type,entity_id,decision,eligible_fields,held_fields,reason,reviewed_at
B4W2D0001,Person,P000066,READY_FOR_VERIFIED_REVIEW,name|name_en|birth_date,height_cm,B.LEAGUE公式で基本項目を確認。身長は資料差のため保留,2026-09-20
B4W2D0002,Person,P000067,READY_FOR_VERIFIED_REVIEW,name|name_en|birth_date|height_cm|weight_kg|birthplace_prefecture,nationality,B.LEAGUE公式で基本項目を確認。国籍は採用しない,2026-09-20
B4W2D0003,Organization,ORG000010,READY_FOR_VERIFIED_REVIEW,name,,B3公式で組織名を確認,2026-09-20
B4W2D0004,Organization,ORG000090,READY_FOR_VERIFIED_REVIEW,name,,クラブ公式で組織名を確認,2026-09-20
B4W2D0005,Organization,ORG000099,READY_FOR_VERIFIED_REVIEW,name,,JUBF公式で組織名を確認,2026-09-20
B4W2D0006,Organization,ORG000100,READY_FOR_VERIFIED_REVIEW,name,,B3公式で組織名を確認,2026-09-20
B4W2D0007,Career,C000227,READY_FOR_VERIFIED_REVIEW,organization_id|role,start|end,クラブ公式プロフィールで福岡第一高校の経歴を確認,2026-09-20
B4W2D0008,Career,C000228,READY_FOR_VERIFIED_REVIEW,organization_id|role|grade|position|height_cm|competition_participation,start|end,JUBF公式で大学登録と出場を確認,2026-09-20
B4W2D0009,Career,C000229,READY_FOR_VERIFIED_REVIEW,organization_id|role|registration_type|bench_eligible_from|activity_end_announcement|competition_participation,exact_end_date,クラブ公式とB.LEAGUE公式で登録・活動終了発表・出場を確認,2026-09-20
B4W2D0010,Career,C000230,READY_FOR_VERIFIED_REVIEW,organization_id|role|academic_status,start|end,B3公式で福岡第一高校在学中を確認,2026-09-20
B4W2D0011,Career,C000231,READY_FOR_VERIFIED_REVIEW,organization_id|role|league_entry_announcement|jersey_number|position|competition_participation,exact_start|end,B3・B.LEAGUE公式で登録と出場を確認,2026-09-20
