record_id,entity_type,entity_id,field_name,candidate_value,source_id,source_locator,evidence_summary,assessment,checked_at,issue_note
B4W2E0001,Person,P000066,name,河合 瑠那,B4W2S0001,基本情報 > 選手名,B.LEAGUE公式プロフィールの氏名,SUPPORTED,2026-09-20,
B4W2E0002,Person,P000066,name_en,Runa Kawai,B4W2S0001,基本情報 > 英語表記,B.LEAGUE公式プロフィールの英語表記,SUPPORTED,2026-09-20,
B4W2E0003,Person,P000066,birth_date,2003-06-03,B4W2S0001,基本情報 > 生年月日,B.LEAGUE公式プロフィールの生年月日,SUPPORTED,2026-09-20,
B4W2E0004,Person,P000066,height_cm,181,B4W2S0001,基本情報 > 身長,B.LEAGUE公式プロフィールは181cm,CONFLICT,2026-09-20,JUBFは180cm、クラブ発表は183cm
B4W2E0005,Person,P000066,height_cm,183,B4W2S0002,選手プロフィール > 身長,クラブ登録発表は183cm,CONFLICT,2026-09-20,B.LEAGUEは181cm、JUBFは180cm
B4W2E0006,Career,C000227,organization_id,ORG000010,B4W2S0002,選手プロフィール > 出身校,福岡第一高等学校を掲載,SUPPORTED,2026-09-20,開始・終了年月は不明
B4W2E0007,Career,C000227,role,Player,B4W2S0002,特別指定選手プロフィール,選手の経歴として福岡第一高等学校を掲載,SUPPORTED,2026-09-20,
B4W2E0008,Career,C000228,organization_id,ORG000099,B4W2S0004,ROSTER > No.2 河合瑠那,大阪学院大学の大会登録,SUPPORTED,2026-09-20,開始・終了年月は不明
B4W2E0009,Career,C000228,role,Player,B4W2S0004,ROSTER > No.2,登録選手として掲載,SUPPORTED,2026-09-20,
B4W2E0010,Career,C000228,grade,2年,B4W2S0004,ROSTER > No.2 > 学年,2023年大会の学年,SUPPORTED,2026-09-20,
B4W2E0011,Career,C000228,position,PG,B4W2S0004,ROSTER > No.2 > ポジション,2023年大会のポジション,SUPPORTED,2026-09-20,
B4W2E0012,Career,C000228,height_cm,180,B4W2S0004,ROSTER > No.2 > 身長,2023年大会の登録身長,SUPPORTED,2026-09-20,他資料と時点別の差がある
B4W2E0013,Career,C000228,competition_participation,2023インカレ 1試合10分00秒,B4W2S0004,個人成績 > 河合瑠那,1試合10分出場,SUPPORTED,2026-09-20,
B4W2E0014,Career,C000228,grade,3年,B4W2S0005,ROSTER > No.2 > 学年,2024年大会の学年,SUPPORTED,2026-09-20,
B4W2E0015,Career,C000228,competition_participation,2024インカレ 2試合44分50秒,B4W2S0005,個人成績 > 河合瑠那,2試合44分50秒出場,SUPPORTED,2026-09-20,
B4W2E0016,Career,C000229,organization_id,ORG000090,B4W2S0002,発表本文と選手プロフィール,横浜エクセレンスが特別指定選手登録を発表,SUPPORTED,2026-09-20,
B4W2E0017,Career,C000229,role,Player,B4W2S0002,特別指定選手登録発表,選手登録の対象として掲載,SUPPORTED,2026-09-20,
B4W2E0018,Career,C000229,registration_type,特別指定選手,B4W2S0002,発表見出し・本文,特別指定選手として登録,SUPPORTED,2026-09-20,
B4W2E0019,Career,C000229,bench_eligible_from,2026-03-18,B4W2S0002,発表本文,3月18日からベンチ登録可能,SUPPORTED,2026-09-20,実際の初出場日とは限らない
B4W2E0020,Career,C000229,activity_end_announcement,2026-05-21,B4W2S0003,公開日と本文,2025-26シーズン限りで活動終了と発表,SUPPORTED,2026-09-20,実際の終了日は本文で日付特定できない
B4W2E0021,Career,C000229,competition_participation,2025-26 B2 1試合3分33秒・2得点,B4W2S0001,2025-26 B2 シーズン成績,B2公式戦出場を掲載,SUPPORTED,2026-09-20,
B4W2E0022,Person,P000067,name,長岡 大杜,B4W2S0006,基本情報 > 選手名,B.LEAGUE公式プロフィールの氏名,SUPPORTED,2026-09-20,
B4W2E0023,Person,P000067,name_en,Daito Nagaoka,B4W2S0006,基本情報 > 英語表記,B.LEAGUE公式プロフィールの英語表記,SUPPORTED,2026-09-20,
B4W2E0024,Person,P000067,birth_date,2007-10-17,B4W2S0006,基本情報 > 生年月日,B.LEAGUE公式プロフィールの生年月日,SUPPORTED,2026-09-20,
B4W2E0025,Person,P000067,height_cm,178,B4W2S0006,基本情報 > 身長,B.LEAGUE公式プロフィールの身長,SUPPORTED,2026-09-20,
B4W2E0026,Person,P000067,weight_kg,77,B4W2S0006,基本情報 > 体重,B.LEAGUE公式プロフィールの体重,SUPPORTED,2026-09-20,
B4W2E0027,Person,P000067,birthplace_prefecture,山口県,B4W2S0006,基本情報 > 出身地,B.LEAGUE公式プロフィールの出身地,SUPPORTED,2026-09-20,国籍欄としては扱わない
B4W2E0028,Career,C000230,organization_id,ORG000010,B4W2S0006,基本情報 > 出身校,福岡第一高等学校在学中と掲載,SUPPORTED,2026-09-20,入学・卒業年月は不明
B4W2E0029,Career,C000230,role,Player,B4W2S0007,新規リーグエントリー選手欄,福岡第一高等学校在学中の選手として掲載,SUPPORTED,2026-09-20,
B4W2E0030,Career,C000230,academic_status,在学中,B4W2S0007,選手プロフィール > 出身校,発表時点で福岡第一高等学校在学中,SUPPORTED,2026-09-20,基準日は2026-01-30
B4W2E0031,Career,C000231,organization_id,ORG000100,B4W2S0007,新規リーグエントリー選手欄,山口パッツファイブの新規リーグエントリー,SUPPORTED,2026-09-20,
B4W2E0032,Career,C000231,role,Player,B4W2S0007,新規リーグエントリー選手欄,登録選手として掲載,SUPPORTED,2026-09-20,
B4W2E0033,Career,C000231,league_entry_announcement,2026-01-30,B4W2S0007,公開日,新規リーグエントリー発表日,SUPPORTED,2026-09-20,実際の契約開始日とは限らない
B4W2E0034,Career,C000231,jersey_number,17,B4W2S0007,選手プロフィール > 背番号,山口での背番号,SUPPORTED,2026-09-20,
B4W2E0035,Career,C000231,position,SG,B4W2S0007,選手プロフィール > ポジション,山口での登録ポジション,SUPPORTED,2026-09-20,
B4W2E0036,Career,C000231,competition_participation,2025-26 B3 1試合1分12秒,B4W2S0006,2025-26 B3 シーズン成績,B3公式戦出場を掲載,SUPPORTED,2026-09-20,
B4W2E0037,Organization,ORG000010,name,福岡第一高等学校,B4W2S0007,選手プロフィール > 出身校,B3公式の学校名,SUPPORTED,2026-09-20,
B4W2E0038,Organization,ORG000090,name,横浜エクセレンス,B4W2S0002,発行元・本文,クラブ公式の組織名,SUPPORTED,2026-09-20,Excel原本の既存IDを使用
B4W2E0039,Organization,ORG000099,name,大阪学院大学,B4W2S0004,大学名・ROSTER,JUBF公式の組織名,SUPPORTED,2026-09-20,
B4W2E0040,Organization,ORG000100,name,山口パッツファイブ,B4W2S0007,選手所属欄,B3公式のクラブ名,SUPPORTED,2026-09-20,
