record_id,entity_type,entity_id,field_name,candidate_value,source_id,source_locator,evidence_summary,assessment,checked_at,issue_note
B8W3E0001,Person,P000121,name,木林 優,B8W3S0001,基本情報 > 選手名,B.LEAGUE公式プロフィールで氏名を確認,SUPPORTED,2026-09-24,
B8W3E0002,Person,P000121,birth_date,2002-03-30,B8W3S0001,基本情報 > 生年月日,B.LEAGUE公式プロフィールで生年月日を確認,SUPPORTED,2026-09-24,
B8W3E0003,Career,C000420,organization_id,ORG000127,B8W3S0002,経歴 > 高校卒業後に筑波大学へ進学,Wikipediaで出身高校を確認,SUPPORTED,2026-09-24,本人のB.LEAGUE公式プロフィールページには学歴欄自体が存在しないため、Wikipediaを主ソースとした
B8W3E0004,Career,C000420,organization_id,ORG000127,B8W3S0008,TagID=35掲載選手一覧,B.LEAGUE公式の出身校タグ一覧に掲載（独立した第2の公式確認）,SUPPORTED,2026-09-24,
B8W3E0005,Career,C000421,organization_id,ORG000166,B8W3S0002,経歴 > 高校卒業後に筑波大学へ進学,Wikipediaで出身大学を確認,SUPPORTED,2026-09-24,本人のB.LEAGUE公式プロフィールページには学歴欄自体が存在せず、B.LEAGUE公式での裏付けはとれていない
B8W3E0006,Career,C000422,organization_id,ORG000092,B8W3S0001,クラブ経歴 > 「2025-26：北海道」が初出（前年は長崎）,B.LEAGUE公式のクラブ所属履歴で現所属クラブを確認,SUPPORTED,2026-09-24,
B8W3E0007,Career,C000422,start,2025,B8W3S0001,クラブ経歴 > 「2025-26：北海道」が初出,B.LEAGUE公式のクラブ所属履歴で2025-26シーズンからの加入を確認,SUPPORTED,2026-09-24,
B8W3E0008,Person,P000122,name,湧川 颯斗,B8W3S0003,基本情報 > 選手名,B.LEAGUE公式プロフィールで氏名を確認,SUPPORTED,2026-09-24,
B8W3E0009,Person,P000122,birth_date,2004-05-02,B8W3S0003,基本情報 > 生年月日,B.LEAGUE公式プロフィールで生年月日を確認,SUPPORTED,2026-09-24,
B8W3E0010,Career,C000423,organization_id,ORG000127,B8W3S0003,学歴 > 出身校（高）：福岡大学附属大濠高校,B.LEAGUE公式プロフィールで出身高校を確認,SUPPORTED,2026-09-24,
B8W3E0011,Career,C000423,organization_id,ORG000127,B8W3S0008,TagID=35掲載選手一覧,B.LEAGUE公式の出身校タグ一覧に掲載（独立した第2の公式確認）,SUPPORTED,2026-09-24,
B8W3E0012,Career,C000424,organization_id,ORG000097,B8W3S0003,クラブ経歴 > 「2024-25：三遠」が初出（前年は滋賀）,B.LEAGUE公式のクラブ所属履歴で現所属クラブを確認,SUPPORTED,2026-09-24,
B8W3E0013,Career,C000424,start,2024,B8W3S0003,クラブ経歴 > 「2024-25：三遠」が初出,B.LEAGUE公式のクラブ所属履歴で2024-25シーズンからの加入を確認,SUPPORTED,2026-09-24,
B8W3E0014,Person,P000123,name,中田 嵩基,B8W3S0004,基本情報 > 選手名,B.LEAGUE公式プロフィールで氏名を確認,SUPPORTED,2026-09-24,
B8W3E0015,Person,P000123,birth_date,2000-07-11,B8W3S0004,基本情報 > 生年月日,B.LEAGUE公式プロフィールで生年月日を確認,SUPPORTED,2026-09-24,
B8W3E0016,Career,C000425,organization_id,ORG000127,B8W3S0004,学歴 > 出身校（高）：福岡大学附属大濠高等学校,B.LEAGUE公式プロフィールで出身高校を確認,SUPPORTED,2026-09-24,
B8W3E0017,Career,C000425,organization_id,ORG000127,B8W3S0008,TagID=35掲載選手一覧,B.LEAGUE公式の出身校タグ一覧に掲載（独立した第2の公式確認）,SUPPORTED,2026-09-24,
