issue_id,person_id,related_id,issue_type,status,description,next_check
B20W1I0001,P000201,C000656,HIGH_SCHOOL_PERIOD,HOLD,平良彰吾の船橋市立船橋高等学校在籍そのものはB.LEAGUE公式プロフィールで確認できたが、入学・卒業年月は資料に記載がなく未確認。,高校公式・大会公式ロスターでの裏付けを確認
B20W1I0002,P000201,C000657,UNIVERSITY_PERIOD,HOLD,平良彰吾の拓殖大学在籍そのものはB.LEAGUE公式プロフィールで確認できたが、入学・卒業年月は資料に記載がなく未確認。,全日本大学バスケットボール連盟（JUBF）の年度別ロスターでの裏付けを確認
B20W1I0003,P000201,P000201,PRO_HISTORY_GAPS,HOLD,平良彰吾は現所属（シーホース三河、2026-27〜）以前に琉球（2024-25〜2025-26）・横浜EX（2023-24〜2024-25。2024-25は琉球と両方の行がありシーズン途中の移籍とみられるが時期は未確認）・湘南（2022-23）・品川（2021-22）・福岡（2019-20〜2020-21）。いずれも所属履歴上の略称で、正式クラブ名は未確認の在籍がB.LEAGUE公式のクラブ所属履歴で確認できるが、今回のWaveでは現所属クラブのみを最小経路として登録し、過去クラブは対象外とした。,後続の深掘りWaveでクラブ別Careerを追加
B20W1I0004,P000202,C000659,HIGH_SCHOOL_PERIOD,HOLD,古牧昌也の船橋市立船橋高等学校在籍そのものはB.LEAGUE公式プロフィールで確認できたが、入学・卒業年月は資料に記載がなく未確認。,高校公式・大会公式ロスターでの裏付けを確認
B20W1I0005,P000202,C000660,UNIVERSITY_PERIOD,HOLD,古牧昌也の日本大学在籍そのものはB.LEAGUE公式プロフィールで確認できたが、入学・卒業年月は資料に記載がなく未確認。,全日本大学バスケットボール連盟（JUBF）の年度別ロスターでの裏付けを確認
B20W1I0006,P000202,P000202,PRO_HISTORY_GAPS,HOLD,古牧昌也は現所属（さいたまブロンコス、2026-27〜）以前に奈良（2022-23〜2025-26）・横浜BC（2021-22）・群馬（2018-19〜2020-21）・東京Z（2017-18）の在籍がB.LEAGUE公式のクラブ所属履歴で確認できるが、今回のWaveでは現所属クラブのみを最小経路として登録し、過去クラブは対象外とした。,後続の深掘りWaveでクラブ別Careerを追加
B20W1I0007,P000203,C000662,HIGH_SCHOOL_PERIOD,HOLD,野﨑由之の船橋市立船橋高等学校在籍そのものはB.LEAGUE公式プロフィールで確認できたが、入学・卒業年月は資料に記載がなく未確認。,高校公式・大会公式ロスターでの裏付けを確認
B20W1I0008,P000203,C000663,UNIVERSITY_PERIOD,HOLD,野﨑由之の専修大学在籍そのものはB.LEAGUE公式プロフィールで確認できたが、入学・卒業年月は資料に記載がなく未確認。,全日本大学バスケットボール連盟（JUBF）の年度別ロスターでの裏付けを確認
B20W1I0009,P000204,C000665,HIGH_SCHOOL_PERIOD,HOLD,赤穂雷太の船橋市立船橋高等学校在籍そのものはB.LEAGUE公式プロフィールで確認できたが、入学・卒業年月は資料に記載がなく未確認。,高校公式・大会公式ロスターでの裏付けを確認
B20W1I0010,P000204,C000666,UNIVERSITY_PERIOD,HOLD,赤穂雷太の青山学院大学在籍そのものはB.LEAGUE公式プロフィールで確認できたが、入学・卒業年月は資料に記載がなく未確認。,全日本大学バスケットボール連盟（JUBF）の年度別ロスターでの裏付けを確認
B20W1I0011,P000204,P000204,PRO_HISTORY_GAPS,HOLD,赤穂雷太は現所属（秋田ノーザンハピネッツ、2023-24〜）以前に横浜BC（2022-23）・千葉J（2020-21〜2021-22）・横浜（2019-20。所属履歴上は「横浜」のみで、どのクラブを指すかは未確認）の在籍がB.LEAGUE公式のクラブ所属履歴で確認できるが、今回のWaveでは現所属クラブのみを最小経路として登録し、過去クラブは対象外とした。,後続の深掘りWaveでクラブ別Careerを追加
