decision_id,entity_type,entity_id,decision,eligible_fields,held_fields,reason,reviewed_at
B4W3D0001,Person,P000068,READY_FOR_VERIFIED_REVIEW,name|name_en|birth_date|height_cm|weight_kg,,B.LEAGUE公式で確認,2026-09-20
B4W3D0002,Person,P000069,READY_FOR_VERIFIED_REVIEW,name|name_en|birth_date|height_cm|weight_kg,,B.LEAGUE公式で確認,2026-09-20
B4W3D0003,Person,P000014,READY_FOR_VERIFIED_REVIEW,name|name_en|birth_date,,既存VERIFIEDとB.LEAGUE公式を再確認,2026-09-20
B4W3D0004,Person,P000070,READY_FOR_VERIFIED_REVIEW,name|name_en|birth_date|birthplace_country|nationality,,B.LEAGUE・クラブ公式で確認,2026-09-20
B4W3D0005,Career,C000232,READY_FOR_VERIFIED_REVIEW,organization_id,role|start|end,出身高校のみ確認,2026-09-20
B4W3D0006,Career,C000233,READY_FOR_VERIFIED_REVIEW,organization_id|role|entry_year,end,専修大学公式入部資料,2026-09-20
B4W3D0007,Career,C000234,READY_FOR_VERIFIED_REVIEW,organization_id|role|seasons|competition_participation,exact_start|exact_end,B.LEAGUE公式,2026-09-20
B4W3D0008,Career,C000235,READY_FOR_VERIFIED_REVIEW,organization_id|role,2024-25|2025-26|exact_start|end,B.LEAGUE公式の2026-27表示,2026-09-20
B4W3D0009,Career,C000236,READY_FOR_VERIFIED_REVIEW,organization_id,role|start|end,出身高校のみ確認,2026-09-20
B4W3D0010,Career,C000237,READY_FOR_VERIFIED_REVIEW,organization_id|role|entry_year,end,専修大学公式入部資料,2026-09-20
B4W3D0011,Career,C000238,READY_FOR_VERIFIED_REVIEW,organization_id|role,exact_start|exact_end,山口公式プレイ歴,2026-09-20
B4W3D0012,Career,C000239,READY_FOR_VERIFIED_REVIEW,organization_id|role|contract_season,transfer_date|end,山口公式契約発表,2026-09-20
B4W3D0013,Career,C000240,READY_FOR_VERIFIED_REVIEW,organization_id|role|competition_participation,exact_start|exact_end,B.LEAGUE・横浜EX公式,2026-09-20
B4W3D0014,Career,C000241,READY_FOR_VERIFIED_REVIEW,organization_id|role|contract_season|competition_participation|contract_end_notice,exact_start|exact_end,横浜EX・B.LEAGUE公式,2026-09-20
B4W3D0015,Career,C000242,READY_FOR_VERIFIED_REVIEW,organization_id,role|start|end,熊本公式経歴,2026-09-20
B4W3D0016,Career,C000243,READY_FOR_VERIFIED_REVIEW,organization_id,role|start|end,熊本公式経歴,2026-09-20
B4W3D0017,Career,C000244,READY_FOR_VERIFIED_REVIEW,organization_id|role,exact_dates,熊本公式経歴,2026-09-20
B4W3D0018,Career,C000245,READY_FOR_VERIFIED_REVIEW,organization_id|role,exact_dates,熊本公式経歴,2026-09-20
B4W3D0019,Career,C000246,READY_FOR_VERIFIED_REVIEW,organization_id|role,exact_dates,熊本公式経歴,2026-09-20
B4W3D0020,Career,C000247,READY_FOR_VERIFIED_REVIEW,organization_id|role,exact_dates,熊本公式経歴,2026-09-20
B4W3D0021,Career,C000248,READY_FOR_VERIFIED_REVIEW,organization_id|role,exact_dates,熊本公式経歴,2026-09-20
B4W3D0022,Career,C000249,READY_FOR_VERIFIED_REVIEW,organization_id|role,exact_dates,熊本公式経歴,2026-09-20
B4W3D0023,Career,C000250,READY_FOR_VERIFIED_REVIEW,organization_id|role,exact_dates,熊本公式経歴,2026-09-20
B4W3D0024,Career,C000251,READY_FOR_VERIFIED_REVIEW,organization_id|role,exact_dates,熊本公式経歴,2026-09-20
B4W3D0025,Career,C000252,READY_FOR_VERIFIED_REVIEW,organization_id|role,end,熊本公式加入発表,2026-09-20
B4W3D0026,Organization,ORG000010,READY_FOR_VERIFIED_REVIEW,name,,公式資料内表記を確認,2026-09-20
B4W3D0027,Organization,ORG000015,READY_FOR_VERIFIED_REVIEW,name,,公式資料内表記を確認,2026-09-20
B4W3D0028,Organization,ORG000018,READY_FOR_VERIFIED_REVIEW,name,,公式資料内表記を確認,2026-09-20
B4W3D0029,Organization,ORG000040,READY_FOR_VERIFIED_REVIEW,name,,公式資料内表記を確認,2026-09-20
B4W3D0030,Organization,ORG000050,READY_FOR_VERIFIED_REVIEW,name,,公式資料内表記を確認,2026-09-20
B4W3D0031,Organization,ORG000052,READY_FOR_VERIFIED_REVIEW,name,,公式資料内表記を確認,2026-09-20
B4W3D0032,Organization,ORG000054,READY_FOR_VERIFIED_REVIEW,name,,公式資料内表記を確認,2026-09-20
B4W3D0033,Organization,ORG000067,READY_FOR_VERIFIED_REVIEW,name,,公式資料内表記を確認,2026-09-20
B4W3D0034,Organization,ORG000090,READY_FOR_VERIFIED_REVIEW,name,,公式資料内表記を確認,2026-09-20
B4W3D0035,Organization,ORG000100,READY_FOR_VERIFIED_REVIEW,name,,公式資料内表記を確認,2026-09-20
B4W3D0036,Organization,ORG000101,READY_FOR_VERIFIED_REVIEW,name,,公式資料内表記を確認,2026-09-20
B4W3D0037,Organization,ORG000102,READY_FOR_VERIFIED_REVIEW,name,,公式資料内表記を確認,2026-09-20
B4W3D0038,Organization,ORG000103,READY_FOR_VERIFIED_REVIEW,name,,公式資料内表記を確認,2026-09-20
B4W3D0039,Organization,ORG000104,READY_FOR_VERIFIED_REVIEW,name,,公式資料内表記を確認,2026-09-20
