source_id,title,publisher,url,accessed_at
B8W2S0001,西田陽成 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=51000470,2026-09-24
B8W2S0002,泉登翔 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=51000464,2026-09-24
B8W2S0003,間山柊 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=51000484,2026-09-24
B8W2S0004,針間大知 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=51000592,2026-09-24
B8W2S0005,西田公陽 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=51000362,2026-09-24
B8W2S0006,渡邉伶音 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=51000352,2026-09-24
B8W2S0007,ワタシノB.LEAGUE選手一覧 | 福岡大学附属大濠高等学校,B.LEAGUE,https://www.bleague.jp/mybleague_list/?TagID=35:福岡大学附属大濠高等学校,2026-09-24
B8W2S0008,福大大濠の渡邉伶音が特別指定選手としてA千葉入り,B.LEAGUE（media_news）,https://www.bleague.jp/media_news/detail/id=444402,2026-09-24
B8W2S0009,A千葉の渡邉伶音が特別指定選手の活動終了…4月からは東海大学へ進学,バスケットボールキング,https://basketballking.jp/news/japan/20250331/531962.html,2026-09-24
B8W2S0010,東海大退学の渡邉伶音がA千葉と契約「責任と覚悟を持って決断」,B.LEAGUE（media_news）,https://www.bleague.jp/media_news/detail/id=533865,2026-09-24
