decision_id,entity_type,entity_id,decision,eligible_fields,held_fields,reason,reviewed_at
B8W2D0001,Person,P000115,READY_FOR_VERIFIED_REVIEW,name|birth_date,,B.LEAGUE公式プロフィールで確認,2026-09-24
B8W2D0002,Career,C000402,READY_FOR_VERIFIED_REVIEW,organization_id|role,start|end,B.LEAGUE公式プロフィール・出身校タグ一覧の独立2ソースで確認、在籍期間は未確認,2026-09-24
B8W2D0003,Career,C000403,READY_FOR_VERIFIED_REVIEW,organization_id|role,start|end,B.LEAGUE公式プロフィールで確認、在籍期間は未確認,2026-09-24
B8W2D0004,Career,C000404,READY_FOR_VERIFIED_REVIEW,organization_id|role|start,end,B.LEAGUE公式プロフィールで確認、現在進行中の契約のため終了日は未定,2026-09-24
B8W2D0005,Person,P000116,READY_FOR_VERIFIED_REVIEW,name|birth_date,,B.LEAGUE公式プロフィールで確認,2026-09-24
B8W2D0006,Career,C000405,READY_FOR_VERIFIED_REVIEW,organization_id|role,start|end,出身校タグ一覧で確認（本人プロフィールページには出身校欄の大学名記載のみ）、在籍期間は未確認,2026-09-24
B8W2D0007,Career,C000406,READY_FOR_VERIFIED_REVIEW,organization_id|role,start|end,B.LEAGUE公式プロフィールで確認、在籍期間は未確認,2026-09-24
B8W2D0008,Career,C000407,READY_FOR_VERIFIED_REVIEW,organization_id|role|start,end,B.LEAGUE公式プロフィールで確認、現在進行中の契約のため終了日は未定,2026-09-24
B8W2D0009,Person,P000117,READY_FOR_VERIFIED_REVIEW,name|birth_date,,B.LEAGUE公式プロフィールで確認,2026-09-24
B8W2D0010,Career,C000408,READY_FOR_VERIFIED_REVIEW,organization_id|role,start|end,B.LEAGUE公式プロフィール・出身校タグ一覧の独立2ソースで確認、在籍期間は未確認,2026-09-24
B8W2D0011,Career,C000409,READY_FOR_VERIFIED_REVIEW,organization_id|role,start|end,B.LEAGUE公式プロフィールで確認、在籍期間は未確認,2026-09-24
B8W2D0012,Career,C000410,READY_FOR_VERIFIED_REVIEW,organization_id|role|start,end,B.LEAGUE公式プロフィールで確認、現在進行中の契約のため終了日は未定,2026-09-24
B8W2D0013,Person,P000118,READY_FOR_VERIFIED_REVIEW,name|birth_date,,B.LEAGUE公式プロフィールで確認,2026-09-24
B8W2D0014,Career,C000411,READY_FOR_VERIFIED_REVIEW,organization_id|role,start|end,B.LEAGUE公式プロフィール・出身校タグ一覧の独立2ソースで確認、在籍期間は未確認,2026-09-24
B8W2D0015,Career,C000412,READY_FOR_VERIFIED_REVIEW,organization_id|role,start|end,B.LEAGUE公式プロフィールで確認、在籍期間は未確認,2026-09-24
B8W2D0016,Career,C000413,READY_FOR_VERIFIED_REVIEW,organization_id|role|start,end,B.LEAGUE公式プロフィールで確認、現在進行中の契約のため終了日は未定,2026-09-24
B8W2D0017,Person,P000119,READY_FOR_VERIFIED_REVIEW,name|birth_date,,B.LEAGUE公式プロフィールで確認,2026-09-24
B8W2D0018,Career,C000414,READY_FOR_VERIFIED_REVIEW,organization_id|role,start|end,B.LEAGUE公式プロフィール・出身校タグ一覧の独立2ソースで確認、在籍期間は未確認,2026-09-24
B8W2D0019,Career,C000415,READY_FOR_VERIFIED_REVIEW,organization_id|role,start|end,B.LEAGUE公式プロフィールで確認、在籍期間は未確認,2026-09-24
B8W2D0020,Career,C000416,READY_FOR_VERIFIED_REVIEW,organization_id|role|start,end,B.LEAGUE公式プロフィールで確認、現在進行中の契約のため終了日は未定。ローン移籍の可能性はissueに記録,2026-09-24
B8W2D0021,Person,P000120,READY_FOR_VERIFIED_REVIEW,name|birth_date,,B.LEAGUE公式プロフィールで確認,2026-09-24
B8W2D0022,Career,C000417,READY_FOR_VERIFIED_REVIEW,organization_id|role,start|end,B.LEAGUE媒体記事・出身校タグ一覧の独立2ソースで確認、在籍期間は未確認,2026-09-24
B8W2D0023,Career,C000418,READY_FOR_VERIFIED_REVIEW,organization_id|role|start|end,,B.LEAGUE媒体記事で入学（2025年4月）・中退（2025年7月）とも確認,2026-09-24
B8W2D0024,Career,C000419,READY_FOR_VERIFIED_REVIEW,organization_id|role|start,end,B.LEAGUE媒体記事で確認、現在進行中の契約のため終了日は未定,2026-09-24
