decision_id,entity_type,entity_id,decision,eligible_fields,held_fields,reason,reviewed_at
B11W1D0001,Person,P000153,READY_FOR_VERIFIED_REVIEW,name|birth_date,,B.LEAGUE公式プロフィールで確認,2026-09-24
B11W1D0002,Career,C000514,READY_FOR_VERIFIED_REVIEW,organization_id|role,start|end,出身校タグ一覧で確認、在籍期間は未確認,2026-09-24
B11W1D0003,Career,C000515,READY_FOR_VERIFIED_REVIEW,organization_id|role,start|end,B.LEAGUE公式プロフィールで確認、在籍期間は未確認,2026-09-24
B11W1D0004,Career,C000516,READY_FOR_VERIFIED_REVIEW,organization_id|role|start,end,B.LEAGUE公式プロフィールで確認、現在進行中の契約のため終了日は未定,2026-09-24
B11W1D0005,Person,P000154,READY_FOR_VERIFIED_REVIEW,name|birth_date,,B.LEAGUE公式プロフィールで確認,2026-09-24
B11W1D0006,Career,C000517,READY_FOR_VERIFIED_REVIEW,organization_id|role,start|end,出身校タグ一覧で確認、在籍期間は未確認,2026-09-24
B11W1D0007,Career,C000518,READY_FOR_VERIFIED_REVIEW,organization_id|role,start|end,B.LEAGUE公式プロフィールで確認、在籍期間は未確認,2026-09-24
B11W1D0008,Career,C000519,READY_FOR_VERIFIED_REVIEW,organization_id|role|start,end,B.LEAGUE公式プロフィールで確認、現在進行中の契約のため終了日は未定。過去クラブ在籍はissueに記録,2026-09-24
B11W1D0009,Person,P000155,READY_FOR_VERIFIED_REVIEW,name|birth_date,,B.LEAGUE公式プロフィールで確認,2026-09-24
B11W1D0010,Career,C000520,READY_FOR_VERIFIED_REVIEW,organization_id|role,start|end,出身校タグ一覧で確認、在籍期間は未確認,2026-09-24
B11W1D0011,Career,C000521,READY_FOR_VERIFIED_REVIEW,organization_id|role|start,end,B.LEAGUE公式プロフィールで確認、現在進行中の契約のため終了日は未定。過去の練習生歴はissueに記録,2026-09-24
