verified_batch,source_id,title,publisher,url,accessed_at
Batch 8 Wave 1 (福岡大学附属大濠高等学校（学校1/11）),B8W1S0001,ワタシノB.LEAGUE選手一覧 | 福岡大学附属大濠高等学校,B.LEAGUE,https://www.bleague.jp/mybleague_list/?TagID=35:福岡大学附属大濠高等学校,2026-09-24
Batch 8 Wave 1 (福岡大学附属大濠高等学校（学校1/11）),B8W1S0002,杉浦佑成 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=10820,2026-09-24
Batch 8 Wave 1 (福岡大学附属大濠高等学校（学校1/11）),B8W1S0003,寒竹隼人 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=8840,2026-09-24
Batch 8 Wave 1 (福岡大学附属大濠高等学校（学校1/11）),B8W1S0004,青木保憲 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=15817,2026-09-24
Batch 8 Wave 1 (福岡大学附属大濠高等学校（学校1/11）),B8W1S0005,土家大輝 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=5100000017,2026-09-24
Batch 8 Wave 1 (福岡大学附属大濠高等学校（学校1/11）),B8W1S0006,福岡大学附属大濠高校出身のバスケットボール選手,バスケWeb辞典 (j-cbaske.com),https://j-cbaske.com/baswiki/archives/5873,2026-09-24
Batch 8 Wave 1 (福岡大学附属大濠高等学校（学校1/11）),B8W1S0007,青木保憲,Wikipedia日本語版,https://ja.wikipedia.org/wiki/青木保憲,2026-09-24
Batch 8 Wave 2 (福岡大学附属大濠高等学校（学校1/11）),B8W2S0001,西田陽成 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=51000470,2026-09-24
Batch 8 Wave 2 (福岡大学附属大濠高等学校（学校1/11）),B8W2S0002,泉登翔 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=51000464,2026-09-24
Batch 8 Wave 2 (福岡大学附属大濠高等学校（学校1/11）),B8W2S0003,間山柊 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=51000484,2026-09-24
